Id,Situação atual de trabalho,Setor,Cargo Atual,Nivel,Faixa salarial,Tempo de experiência na área de dados,Satisfação na empresa atual,Motivo de insatisfação com a empresa atual,Falta de oportunidade de crescimento no emprego atual,Salário atual não corresponde ao mercado,Não tenho uma boa relação com meu líder/gestor,Gostaria de trabalhar em em outra área de atuação,Gostaria de receber mais benefícios,O clima de trabalho/ambiente não é bom,Falta de maturidade analítica na empresa,Remuneração/Salário,Benefícios,Propósito do trabalho e da empresa
9cn8s19bil9nhqhitrn69cn8saat3vux,Empregado (CLT),Telecomunicação,Outra Opção,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Não tenho experiência na área de dados,0.0,"Gostaria de trabalhar em em outra área de atuação, Falta de oportunidade de crescimento no emprego atual, Gostaria de receber mais benefícios",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
9cyvaj5okx02fon9cyvaj8rjg5kyju4h,Empregado (CLT),Outra Opção,Analista de BI/BI Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,0.0,Salário atual não corresponde ao mercado,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9fl4uvhhycw0eqnb2a0k9fl4uvicasa3,Empregado (CLT),Marketing,Analista de Negócios/Business Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,0.0,"Gostaria de trabalhar em em outra área de atuação, Não tenho uma boa relação com meu líder/gestor, Falta de oportunidade de crescimento no emprego atual",1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
9g8plyoltkjr49uxapm9g8ply6dx2inf,Empregado (CLT),Setor de Energia,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,0.0,Falta de maturidade analítica na empresa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9gfbyj0gz3dxae489gf6kqokh2ys5blw,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Suporte/Analista Técnico,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,0.0,"Gostaria de trabalhar em em outra área de atuação, Gostaria de receber mais benefícios, O clima de trabalho/ambiente não é bom",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
9hbiksk7jb10l9hbik5s0518xd8b4ppm,Empregado (CLT),Telecomunicação,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 3 a 4 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, Gostaria de receber mais benefícios",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
9is7tnu1kd0q72z59is7tnu8hur1dtsm,Empregado (CLT),Indústria,Outra Opção,Pleno,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,0.0,Falta de oportunidade de crescimento no emprego atual,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9j8rimw8ga7a0wvvk1l9j8rimwwkbw6w,Empregado (CLT),Agronegócios,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,0.0,"Falta de maturidade analítica na empresa, O clima de trabalho/ambiente não é bom",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
9ki7shfngp49k0rwd9klrq7nu6yxzkzo,Empregado (CLT),Área de Consultoria,Analista de BI/BI Analyst,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,0.0,"Salário atual não corresponde ao mercado, Falta de oportunidade de crescimento no emprego atual",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9msgszlngal3mcmh6x49msgszdstaala,Empregado (CLT),Finanças ou Bancos,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,0.0,Gostaria de trabalhar em em outra área de atuação,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
9n7va3cjqaolcshjnp9n7va7bboe7nlq,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,0.0,Salário atual não corresponde ao mercado,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9nezh23a8wfztp4m4549nez9t0w5xkcg,Empreendedor ou Empregado (CNPJ),Área da Saúde,Outra Opção,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,0.0,Falta de oportunidade de crescimento no emprego atual,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9okztade5vn6nwqthgn8w9okztadm9sq,Empregado (CLT),Setor de Energia,Cientista de Dados/Data Scientist,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 6 anos,0.0,Falta de maturidade analítica na empresa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9pvt4hog13i1br9pv95km8igihju5n6c,Estagiário,Agronegócios,Cientista de Dados/Data Scientist,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,0.0,Falta de maturidade analítica na empresa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
9q0jh3gwtvsznd9q0zh8wdhsk9bf8r8n,Empregado (CLT),Indústria,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Pleno,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,0.0,"Salário atual não corresponde ao mercado, Falta de oportunidade de crescimento no emprego atual, Gostaria de trabalhar em em outra área de atuação",1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
9qtzbweqyx9q3wl9qtzbwfog7rayd00c,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,Analista de BI/BI Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Falta de maturidade analítica na empresa, Gostaria de receber mais benefícios",1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
9u939bipknz9mpbm9u9u51ruprrzfe6c,Empreendedor ou Empregado (CNPJ),Seguros ou Previdência,Cientista de Dados/Data Scientist,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,0.0,Falta de maturidade analítica na empresa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
9w428e9852w3ys4dkz8j9w428e98vday,Estagiário,Finanças ou Bancos,Analista de BI/BI Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,0.0,Falta de oportunidade de crescimento no emprego atual,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
9wueuvay2w5fz6bz29wueutuhzstjhnh,Empreendedor ou Empregado (CNPJ),Área de Consultoria,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,0.0,Gostaria de trabalhar em em outra área de atuação,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9x59hnfzjg9fo0y89t9x59hnfwsl3pmb,Empregado (CLT),Outra Opção,Analytics Engineer,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Falta de maturidade analítica na empresa, O clima de trabalho/ambiente não é bom",1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
9yt0oidpsa4jjqfm9yt0oidpc6tqswu4,Empreendedor ou Empregado (CNPJ),Área da Saúde,Analista de Dados/Data Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,0.0,"Falta de oportunidade de crescimento no emprego atual, Gostaria de receber mais benefícios, Falta de maturidade analítica na empresa",1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
a7s8rre8w6jh79xa7znwu9bg4et19fzn,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Negócios/Business Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,0.0,Falta de maturidade analítica na empresa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
a83e7c4zv5tyawh8p2da83e9rcde9jbr,Empregado (CLT),Área de Consultoria,Analista de Dados/Data Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,0.0,Falta de maturidade analítica na empresa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
a8fnm7kej5yqh9ia8fnmth2475irws5r,Prefiro não informar,Setor Automotivo,Outra Opção,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,0.0,Falta de oportunidade de crescimento no emprego atual,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
a9uweujrvl8poga9uweujoo15yjcjv24,Empregado (CLT),Seguros ou Previdência,Analista de Dados/Data Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,0.0,Salário atual não corresponde ao mercado,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
aa27v8ndf138fnb9q0g8aa27vqfvj7xd,Empregado (CLT),Varejo,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,0.0,Falta de maturidade analítica na empresa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
aag17o1382l5wxgyaaros33ubrtb5w80,Empregado (CLT),Área da Saúde,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,0.0,Falta de maturidade analítica na empresa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ac383widpv8edrrp2p15ac383wid1rcf,Empregado (CLT),Seguros ou Previdência,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, Falta de maturidade analítica na empresa",1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
afgvp4zp12wlys4uaqgzafgvp42nrlpu,Empregado (CLT),Entretenimento ou Esportes,Outra Opção,Pleno,de R$ 2.001/mês a R$ 3.000/mês,Não tenho experiência na área de dados,0.0,Gostaria de trabalhar em em outra área de atuação,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
afm114w0dysoaaf6ks6cafm114kdfpjf,Empregado (CLT),Educação,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Sênior,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,0.0,Falta de oportunidade de crescimento no emprego atual,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agcj8955pvijs1sfagcj89jadznupkc1,Empregado (CLT),Finanças ou Bancos,Outra Opção,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,0.0,"Gostaria de trabalhar em em outra área de atuação, O clima de trabalho/ambiente não é bom, Falta de maturidade analítica na empresa",0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
agi2cc3st5k6lm4agi2coz8v85nm7i44,Empregado (CLT),Varejo,Analista de BI/BI Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 6 anos,0.0,"Salário atual não corresponde ao mercado, Gostaria de trabalhar em em outra área de atuação, Gostaria de receber mais benefícios",0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
ah0p1samofew2lh0kvah0p1gt2cwolk9,Empregado (CLT),Tecnologia/Fábrica de Software,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,0.0,Falta de oportunidade de crescimento no emprego atual,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ai4u0skvq1llgd9ybkoai4u0tvpevujf,Estagiário,Setor Público,Analista de Negócios/Business Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Gostaria de trabalhar em em outra área de atuação, Falta de maturidade analítica na empresa",1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
aixeydkd63mxm9pitl5foaio9w5s7j9h,Empregado (CLT),Área de Consultoria,Analista de BI/BI Analyst,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,0.0,"Gostaria de trabalhar em em outra área de atuação, O clima de trabalho/ambiente não é bom, Não tenho uma boa relação com meu líder/gestor",0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
al0xcocg3qdcc54tqal0xchkyrixh0lg,Empregado (CLT),Telecomunicação,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, O clima de trabalho/ambiente não é bom, Híbrido",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
am06hzd84rrudykiamx6q9iam06hk2xg,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Outra Opção,Cientista de Dados/Data Scientist,Sênior,Acima de R$ 40.001/mês,de 5 a 6 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, O clima de trabalho/ambiente não é bom, Não tenho uma boa relação com meu líder/gestor",1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
am3j01z3b1aubdz2am4kqodr6w33zn0p,Servidor Público,Setor de Energia,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 20.001/mês a R$ 25.000/mês,de 7 a 10 anos,0.0,Falta de maturidade analítica na empresa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
amx6w22h0tdz3e04kxs0xaxamx6w22ec,Empregado (CLT),Varejo,Analista de BI/BI Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,0.0,"Salário atual não corresponde ao mercado, Falta de maturidade analítica na empresa, Falta de oportunidade de crescimento no emprego atual",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
as5uiha487aqkodxngdwceas5uiheku0,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Área de Consultoria,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 7 a 10 anos,0.0,"Falta de maturidade analítica na empresa, Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado",1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
as6w1tno47hv3z6387as6w1tovue61ku,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,0.0,"Salário atual não corresponde ao mercado, Não tenho uma boa relação com meu líder/gestor, Falta de oportunidade de crescimento no emprego atual",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ashcy99oo61dby5685ashcy09s5ig7ln,Estagiário,Finanças ou Bancos,Analista de Dados/Data Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Gostaria de trabalhar em em outra área de atuação, Falta de maturidade analítica na empresa",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
au0gxwvwaw0iacekkpjau0gxwz7ohoi4,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,0.0,O salário acordado não foi o pactuado na hora de me contratar e não faço análise de dados propriamente dito.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
auddekt9qvgz4eat7vft1audd54iwz81,Empregado (CLT),Outra Opção,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,0.0,"Salário atual não corresponde ao mercado, Gostaria de receber mais benefícios, Falta de oportunidade de crescimento no emprego atual",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
auklqtkqlrptefzsb19auklj17aihdvl,Empregado (CLT),Educação,Analista de Negócios/Business Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês,Mais de 10 anos,0.0,"Gostaria de trabalhar em em outra área de atuação, Falta de oportunidade de crescimento no emprego atual",1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
avqi8rmsy10ow8nsnravqi8r1thwrroj,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de BI/BI Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 7 a 10 anos,0.0,"Salário atual não corresponde ao mercado, Falta de oportunidade de crescimento no emprego atual",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
axwxv1s24gojg8tddtxaxwxvqlreshsq,Empregado (CLT),Finanças ou Bancos,Cientista de Dados/Data Scientist,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Gostaria de receber mais benefícios",1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
axyb5yrbtxvvyqurhvaxyqzlu5q8cumb,Empregado (CLT),Setor de Energia,Analytics Engineer,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, Falta de maturidade analítica na empresa",1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
aynfiyyvtsx3x012ybaynfi9z5go3jou,Empregado (CLT),Entretenimento ou Esportes,Analista de BI/BI Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,0.0,"Falta de maturidade analítica na empresa, Falta de oportunidade de crescimento no emprego atual, O clima de trabalho/ambiente não é bom",1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
b0h0tocfmfpany8vzsb0h0tojxn4g2cu,Empregado (CLT),Outra Opção,Analista de BI/BI Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,0.0,"Gostaria de receber mais benefícios, Salário atual não corresponde ao mercado, Falta de oportunidade de crescimento no emprego atual",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
b1cddb9e0sp52t1qnfhb1cddbiusd6bs,Empregado (CLT),Finanças ou Bancos,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,0.0,"Não tenho uma boa relação com meu líder/gestor, O clima de trabalho/ambiente não é bom",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
b20vlm9781yvb20vx4dqars8al9egakc,Servidor Público,Setor Público,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,0.0,"Salário atual não corresponde ao mercado, Falta de oportunidade de crescimento no emprego atual, Falta de maturidade analítica na empresa",1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
b23b7s1vuhe26xhpmb23b7swmk076v4w,Empregado (CLT),Varejo,Analista de Dados/Data Analyst,Júnior,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,0.0,"Não tenho uma boa relação com meu líder/gestor, Falta de maturidade analítica na empresa",0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
b2hp9mvzf3ne3sab2hp91cil4tqor8nv,Empregado (CLT),Setor Público,Outra Opção,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,0.0,"Não tenho uma boa relação com meu líder/gestor, O clima de trabalho/ambiente não é bom, Falta de maturidade analítica na empresa",0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
b2p39ggpsr5ctn1x4r0b2p39cyod4cii,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 6 anos,0.0,Falta de maturidade analítica na empresa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
b36b0ndrghrvijwzb36b0tuuk4q9tdwv,Empregado (CLT),Área da Saúde,Outra Opção,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,0.0,Salário atual não corresponde ao mercado,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
b439hgn474j9pw2einb439hg2xeibuqk,Empregado (CLT),Finanças ou Bancos,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,0.0,"Salário atual não corresponde ao mercado, Gostaria de receber mais benefícios, Gostaria de trabalhar em em outra área de atuação",0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
b5y6g1e8n1t7bs5ljb5y6gyq9mxe198a,Empregado (CLT),Área de Consultoria,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 6 anos,0.0,"Gostaria de trabalhar em em outra área de atuação, Gostaria de receber mais benefícios",0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
b6hi6eme3colqlu4hwwbb6hifx02ywyj,Empregado (CLT),Indústria,Outra Opção,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,0.0,Não é a área que desejo trabalhar (ajudante de caminhão),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
b7gceo8r61b7o2j7978db7gceo8zfouu,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,0.0,"O clima de trabalho/ambiente não é bom, Falta de oportunidade de crescimento no emprego atual",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
b8g4ckspbr9qo4cg9jb8g4myobvterda,Empregado (CLT),Outra Opção,Analista de BI/BI Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,0.0,Falta de maturidade analítica na empresa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
b8l225iuaq0t6ze74b8l2ajw0qg53uid,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,0.0,Falta de oportunidade de crescimento no emprego atual,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ba4eg42uvd7lan0oba4esecqtffm6x6o,Empregado (CLT),Área de Consultoria,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,0.0,"Gostaria de trabalhar em em outra área de atuação, Salário abaixo do desejado",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
bac6iiovvc2sv1zvenbac6iiodlvsw2e,Empregado (CLT),Indústria,Analista de Dados/Data Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,0.0,"Salário atual não corresponde ao mercado, Falta de oportunidade de crescimento no emprego atual, Gostaria de receber mais benefícios",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
bacrza9zvbohojp14hgvs2xabacrza9z,Empregado (CLT),Setor de Energia,Analista de BI/BI Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,0.0,Falta de oportunidade de crescimento no emprego atual,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bdfsg2btnbt7jhgi54nbnbdfsg2ojsfq,Empregado (CLT),Varejo,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Falta de maturidade analítica na empresa, Salário atual não corresponde ao mercado",1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
bf8j8nftg2x0oyewayab1hbf8j8n0ymj,Empregado (CLT),Finanças ou Bancos,Analista de Suporte/Analista Técnico,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 3 a 4 anos,0.0,"Salário atual não corresponde ao mercado, Gostaria de trabalhar em em outra área de atuação",0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
bfqj04ktkvcwfutah59zcynbfqj04krg,Empregado (CLT),Área da Saúde,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,0.0,Salário atual não corresponde ao mercado,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
bg6r1rg4bh1jz9zs2bg6d7k6qbyvcikz,Empregado (CLT),Finanças ou Bancos,Analista de Negócios/Business Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,0.0,"Não tenho uma boa relação com meu líder/gestor, Falta de oportunidade de crescimento no emprego atual, Mudança na forma de trabalhar com dados",1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
bgwcowkvk1tnbr7xnbgwcow6u8p6ayy1,Estagiário,Área da Saúde,Cientista de Dados/Data Scientist,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, Falta de maturidade analítica na empresa",1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
bl71hi1148pkrabibl71d3ain2ybn63m,Empreendedor ou Empregado (CNPJ),Outra Opção,Analista de Suporte/Analista Técnico,Sênior,de R$ 6.001/mês a R$ 8.000/mês,Não tenho experiência na área de dados,0.0,Falta de oportunidade de crescimento no emprego atual,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
bp6ggayydveqjwad1a4nbp6ggaycor00,Empreendedor ou Empregado (CNPJ),Área de Consultoria,Cientista de Dados/Data Scientist,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,0.0,Salário atual não corresponde ao mercado,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
bpg9c1evysz23csqadbpg9c1va6qo02b,Empregado (CLT),Finanças ou Bancos,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,0.0,Não tenho uma boa relação com meu líder/gestor,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
bqehuuxczppq8l3ai65dgvbqehuubd7g,Empreendedor ou Empregado (CNPJ),Indústria,Analista de BI/BI Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês,Mais de 10 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, O clima de trabalho/ambiente não é bom",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
