Id,Situação atual de trabalho,Setor,Cargo Atual,Nivel,Faixa salarial,Tempo de experiência na área de dados,Satisfação na empresa atual,Motivo de insatisfação com a empresa atual,Falta de oportunidade de crescimento no emprego atual,Salário atual não corresponde ao mercado,Não tenho uma boa relação com meu líder/gestor,Gostaria de trabalhar em em outra área de atuação,Gostaria de receber mais benefícios,O clima de trabalho/ambiente não é bom,Falta de maturidade analítica na empresa,Remuneração/Salário,Benefícios,Propósito do trabalho e da empresa
t2mvw3983m8tvlq9pt2mvwosxnz24fwq,Empregado (CLT),Entretenimento ou Esportes,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Gostaria de trabalhar em em outra área de atuação, Salário atual não corresponde ao mercado",1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
t415ssl92uvdt41v4drli9r4fbxrr4pw,Estagiário,Tecnologia/Fábrica de Software,Analista de BI/BI Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,0.0,"Gostaria de receber mais benefícios, Salário atual não corresponde ao mercado, Gostaria de trabalhar em em outra área de atuação",0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
t7305k8cjpbvcfxjolt7305kgl47znw2,Empreendedor ou Empregado (CNPJ),Agronegócios,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,0.0,"Salário atual não corresponde ao mercado, O clima de trabalho/ambiente não é bom, Falta de maturidade analítica na empresa",0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
t77gnad87p6jwvf9st77gnaw1xl3m54g,Empregado (CLT),Indústria,Analista de Negócios/Business Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Não tenho uma boa relação com meu líder/gestor, Gostaria de trabalhar em em outra área de atuação",1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
t7vi14u346e8mv14qmvt7vi14ovp9lq0,Empregado (CLT),Filantropia/ONG's,Analista de Dados/Data Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,0.0,"Salário atual não corresponde ao mercado, Sobrecarga de trabalho",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
t89qxug14dbfm4pt89qxugdhjag0npv5,Empregado (CLT),Marketing,Analista de Dados/Data Analyst,Sênior,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, O clima de trabalho/ambiente não é bom",1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
talvf0wz43bkgtalvfhk5bg191mjzr72,Empregado (CLT),Tecnologia/Fábrica de Software,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,0.0,"Salário atual não corresponde ao mercado, Falta de maturidade analítica na empresa, Gostaria de receber mais benefícios",0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
tamdghngum9qofktamdghcs81b6s2l5h,Servidor Público,Setor Público,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,0.0,Falta de oportunidade de crescimento no emprego atual,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tamut6g6gnavvx8rmtamutj4xq3bsirf,Empregado (CLT),Varejo,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,0.0,"Falta de maturidade analítica na empresa, Gostaria de trabalhar em em outra área de atuação",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
tbks4a0kmlagcotorctbks5tddfjwtgk,Servidor Público,Setor Público,Outra Opção,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Gostaria de trabalhar em em outra área de atuação, Falta de maturidade analítica na empresa",1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
tbr63v9ipbrjhxo7i7tbrxvw4p9cmk8h,Empreendedor ou Empregado (CNPJ),Área da Saúde,Cientista de Dados/Data Scientist,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, Gostaria de trabalhar em em outra área de atuação",1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
tctmzg8cusbw9j6ozovtjqtctmzgvyr8,Servidor Público,Setor Público,Analista de Dados/Data Analyst,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,0.0,Salário atual não corresponde ao mercado,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
te08uxd6toahlgh8ns26bte08up72yqd,Empregado (CLT),Área da Saúde,Analytics Engineer,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,0.0,"Salário atual não corresponde ao mercado, Falta de oportunidade de crescimento no emprego atual",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
texn17y2p9ckt4hbtexu04k04o0pudki,Empregado (CLT),Agronegócios,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,0.0,Quero uma oportunidade fora do Brasil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
tf7k9nywm03e0jvkhtf7k9yevde896us,Empregado (CLT),Outra Opção,Cientista de Dados/Data Scientist,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Não tenho uma boa relação com meu líder/gestor, O clima de trabalho/ambiente não é bom",1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
tflljo37zfrgyofzl9iketflljo37xcc,Empregado (CLT),Área de Consultoria,Cientista de Dados/Data Scientist,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,0.0,"Salário atual não corresponde ao mercado, Falta de oportunidade de crescimento no emprego atual, Gostaria de receber mais benefícios",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
thxz3i07imdb2gg4g43thxz3ivd3xc44,Empregado (CLT),Telecomunicação,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Não tenho uma boa relação com meu líder/gestor, Salário atual não corresponde ao mercado",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
thzt8wzc46tdk4wgmthzt8xezc0dbvgk,Empregado (CLT),Educação,Estatístico,Pleno,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,0.0,O clima de trabalho/ambiente não é bom,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tjm7qw6o12e5dn83tjm7q5aj08lo53od,Empregado (CLT),Internet/Ecommerce,Outra Opção,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,0.0,"Falta de maturidade analítica na empresa, Gostaria de trabalhar em em outra área de atuação",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
tjovsbys5rdzpmudj7tjovo6qc68np8q,Empregado (CLT),Setor Alimentício,Outra Opção,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Não tenho experiência na área de dados,0.0,Gostaria de trabalhar em em outra área de atuação,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
tkdck2fadax1jk9iukgntkdckntlq4e3,Empregado (CLT),Outra Opção,Analista de Inteligência de Mercado/Market Intelligence,Pleno,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,0.0,O clima de trabalho/ambiente não é bom,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
tlbe8ck4ojwg0jztlbe8cctty5xm2srf,Empregado (CLT),Varejo,Analista de BI/BI Analyst,Pleno,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,0.0,"Salário atual não corresponde ao mercado, Gostaria de receber mais benefícios, Falta de maturidade analítica na empresa",0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
tnfbd15sgugx7apbtnfbdvrk2pqcajcn,Empregado (CLT),Área da Saúde,Analista de Negócios/Business Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,0.0,"Salário atual não corresponde ao mercado, Gostaria de receber mais benefícios",0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
tq7idhgnfav00805lr50tq7idh75prqu,Empregado (CLT),Setor Imobiliário/ Construção Civil,Cientista de Dados/Data Scientist,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,0.0,"Salário atual não corresponde ao mercado, Falta de maturidade analítica na empresa, Gostaria de receber mais benefícios",0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
ts5jatlqedz1j52zcdrts5d6yygvpilc,Empregado (CLT),Tecnologia/Fábrica de Software,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,0.0,"Falta de maturidade analítica na empresa, Salário atual não corresponde ao mercado",0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
tu76l2zwtmnmbdvwuyitu76l2homoj6v,Empregado (CLT),Entretenimento ou Esportes,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, Gostaria de receber mais benefícios",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
tuy8an8ux117tne40fptuy8aog7h2ymk,Empregado (CLT),Varejo,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,0.0,Falta de oportunidade de crescimento no emprego atual,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tv6akdboj9749v0tv6brrkbry527kxbs,Empregado (CLT),Setor Público,DBA/Administrador de Banco de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,0.0,"Salário atual não corresponde ao mercado, Não tenho uma boa relação com meu líder/gestor, Quebra de confiança",0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
tvfeh6aaf0mipcfzvm1tvfehucnuochs,Empreendedor ou Empregado (CNPJ),Filantropia/ONG's,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,0.0,Salário atual não corresponde ao mercado,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
txitrxw2v7wxygmtxit6sn3nb9kn6jrf,Empregado (CLT),Tecnologia/Fábrica de Software,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
txx89kxib61ugqd0txx8ledw6swxr1id,Empregado (CLT),Outra Opção,Analista de Dados/Data Analyst,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,0.0,"Não tenho uma boa relação com meu líder/gestor, O clima de trabalho/ambiente não é bom, Salário atual não corresponde ao mercado",0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
tyza0dsjx0ryit9r1rhtxtyza0ajuaug,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Varejo,Analista de BI/BI Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,0.0,Falta de maturidade analítica na empresa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tzvkgwb3lpel01fye1ktzvkgbd58mtid,Empregado (CLT),Indústria,Cientista de Dados/Data Scientist,Júnior,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,0.0,"O clima de trabalho/ambiente não é bom, Falta de maturidade analítica na empresa, Falta de oportunidade de crescimento no emprego atual",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
tzylwn340vu3ylnjhbjftzylwde1si1x,Empregado (CLT),Marketing,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, Falta de maturidade analítica na empresa",1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
u178lhmfssa9pe2hm8zd44xu178lhw0o,Empregado (CLT),Educação,Analista de Negócios/Business Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,0.0,Gostaria de trabalhar em em outra área de atuação,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
u2dxal9flyj44ui73tau2dxaljppc2lo,Empregado (CLT),Educação,Analista de BI/BI Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 5 a 6 anos,0.0,Salário atual não corresponde ao mercado,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u3nyqa505w93ycv123x3lu3nyqa2nuvh,Empregado (CLT),Tecnologia/Fábrica de Software,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, Gostaria de receber mais benefícios",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
u5yx5wp6abeo97u5yx5ndvxdcll773y0,Empregado (CLT),Setor Automotivo,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,0.0,"Salário atual não corresponde ao mercado, Falta de oportunidade de crescimento no emprego atual, O clima de trabalho/ambiente não é bom",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
u6d6s2sqn508bo892u6d6s270yto2ac2,Empregado (CLT),Área de Consultoria,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 7 a 10 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Falta de maturidade analítica na empresa",1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
u7645rsu717ju0cbqau7645ru4sir2sq,Empregado (CLT),Varejo,Analista de Dados/Data Analyst,Pleno,de R$ 2.001/mês a R$ 3.000/mês,de 3 a 4 anos,0.0,"Salário atual não corresponde ao mercado, Falta de maturidade analítica na empresa, Não tenho uma boa relação com meu líder/gestor",0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
u7svbxvlif7osustu7svbxet5jgpa43g,Empregado (CLT),Setor Alimentício,Analista de BI/BI Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,0.0,Salário atual não corresponde ao mercado,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
u7xjzcv96yvo8wbfyu7xjzcm7b307eyg,Empregado (CLT),Finanças ou Bancos,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,0.0,"Gostaria de trabalhar em em outra área de atuação, Insatisfação com a área de dados",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
u80bwz9naa400e8lnsu80bwgnjbjrfz9,Empregado (CLT),Finanças ou Bancos,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,0.0,"Salário atual não corresponde ao mercado, Gostaria de trabalhar em em outra área de atuação, Falta de maturidade analítica na empresa",0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
u8ec0u79jx6pvh7qz618mx7u8ec0u75d,Empregado (CLT),Área de Consultoria,Analista de Dados/Data Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,0.0,"Salário atual não corresponde ao mercado, Falta de oportunidade de crescimento no emprego atual",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
u9x30c8wn3oqh1lh248u9x30ct73axjz,Empregado (CLT),Área da Saúde,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,0.0,Organização,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ua2z9l96rzpdq46dh4ua2z9l9699r0r1,Empregado (CLT),Varejo,Analista de BI/BI Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,0.0,Salário atual não corresponde ao mercado,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
ua464y8n3pb4qr0ua464y8b49j71herm,Empregado (CLT),Internet/Ecommerce,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,Não tenho experiência na área de dados,0.0,"Gostaria de trabalhar em em outra área de atuação, Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado",1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
uatadj377f12vftyuatt26ymez2yc5k0,Estagiário,Área da Saúde,Analista de BI/BI Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,0.0,Falta de oportunidade de crescimento no emprego atual,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ucxls9qfnoi5ct3tfuc5z94ozdm975wl,Servidor Público,Área da Saúde,Outra Opção,Pleno,de R$ 25.001/mês a R$ 30.000/mês,Menos de 1 ano,0.0,Falta de oportunidade de crescimento no emprego atual,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ude1gcd73flhl8uude1s9f2rbk3em8qx,Empregado (CLT),Internet/Ecommerce,Analista de BI/BI Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,0.0,"Falta de maturidade analítica na empresa, Falta de oportunidade de crescimento no emprego atual",1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
uieu5b3o5w3r3qgicvocvd4uieu5b3o9,Empreendedor ou Empregado (CNPJ),Outra Opção,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,0.0,"Gostaria de receber mais benefícios, O clima de trabalho/ambiente não é bom",0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
uj8l56ggn1r8pb8km8vzuj8l5bnxvoin,Empregado (CLT),Varejo,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Gostaria de receber mais benefícios",1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
ujaf42szyzy37flmyjlujaf42s8h2v6h,Estagiário,Indústria,Cientista de Dados/Data Scientist,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,0.0,"Gostaria de trabalhar em em outra área de atuação, Falta de oportunidade de crescimento no emprego atual, Poucos dias de Home Office",1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
ujgyg90p7l764w0gmmlujgyg9x6biex8,Empregado (CLT),Área da Saúde,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Gostaria de receber mais benefícios, Falta de maturidade analítica na empresa",1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
ujo5hju9n1epopt41pujo5hjtd37v5u5,Empregado (CLT),Setor Alimentício,Outra Opção,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,0.0,Gostaria de trabalhar em em outra área de atuação,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ujpgd01q72vomxisuhvujpg8cofy5p78,Empregado (CLT),Seguros ou Previdência,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,0.0,Trabalho presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
ukp3imfcena5wdfkar0mukp3im7y6y4u,Empregado (CLT),Área de Consultoria,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,0.0,"Não tenho uma boa relação com meu líder/gestor, Falta de maturidade analítica na empresa, O clima de trabalho/ambiente não é bom",0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
unzkhphqnrn6wzlyaunzktbanajn8y42,Empreendedor ou Empregado (CNPJ),Área de Consultoria,Analista de Inteligência de Mercado/Market Intelligence,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 6 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, Falta de maturidade analítica na empresa",1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
uo2a5b4w6eyfettjvazhhuo2a5b7slq8,Empregado (CLT),Agronegócios,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,0.0,"Falta de maturidade analítica na empresa, Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado",1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
uo9per59ufklfuongsdcg8hjtcyvmqm5,Empregado (CLT),Outra Opção,Outra Opção,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,0.0,Gostaria de trabalhar em em outra área de atuação,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
uoas5f7au7dctrbsnd6ouoas5f7cgj3s,Empregado (CLT),Tecnologia/Fábrica de Software,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Falta de maturidade analítica na empresa",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
uswkfsv2y5uty9j536lkuswk9ghsn6a5,Empregado (CLT),Área de Consultoria,Analista de BI/BI Analyst,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,0.0,"Gostaria de trabalhar em em outra área de atuação, Falta de oportunidade de crescimento no emprego atual",1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
uvd1i9lwsvvn6yuvd1m4x49fdss76qfp,Empregado (CLT),Finanças ou Bancos,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,0.0,Modelo Híbrido,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
uz9klfwaxjy8lbhykkja81uz9klfwlst,Empregado (CLT),Finanças ou Bancos,Analista de BI/BI Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,0.0,Falta de maturidade analítica na empresa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
uzm3gv3cf08ugigxryxyuzm3gve3x02k,Empregado (CLT),Finanças ou Bancos,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, O clima de trabalho/ambiente não é bom, Falta de maturidade analítica na empresa",1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
uzopy86cziyfbr8fmotuzotzwck5d9qa,Empregado (CLT),Finanças ou Bancos,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 7 a 10 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, O clima de trabalho/ambiente não é bom, Falta de maturidade analítica na empresa",1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
v1bhllmpn60ws8b3tyv1bhllp65ixh31,Empreendedor ou Empregado (CNPJ),Área de Consultoria,Analista de Negócios/Business Analyst,Sênior,de R$ 4.001/mês a R$ 6.000/mês,Mais de 10 anos,0.0,"Gostaria de trabalhar em em outra área de atuação, Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado",1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
v29v9flluvi93sdpv29wwswum561yntr,Servidor Público,Setor Público,Outra Opção,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Não tenho experiência na área de dados,0.0,Falta de oportunidade de crescimento no emprego atual,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v4o7bhyqpufl3ugh28jv4o7bhyqbqrxa,Empregado (CLT),Indústria,Analista de BI/BI Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 7 a 10 anos,0.0,"Salário atual não corresponde ao mercado, Gostaria de trabalhar em em outra área de atuação",0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
v5kb49mlhji9bwlv5kb42qx3akzd7qxn,Empregado (CLT),Agronegócios,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,0.0,"Salário atual não corresponde ao mercado, Falta de maturidade analítica na empresa, Gostaria de receber mais benefícios",0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
v68601ldw4z07ks61v6863zfhgq19o5e,Empregado (CLT),Agronegócios,Analista de BI/BI Analyst,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,0.0,"Salário atual não corresponde ao mercado, Não tenho uma boa relação com meu líder/gestor, O clima de trabalho/ambiente não é bom",0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
v6lpdj43a1hkk43c8v6lpd9r6cjajs6f,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,0.0,"Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, O clima de trabalho/ambiente não é bom",1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
v6oasyz7ycolq9tcm0bvgg16v6oasyz5,Empregado (CLT),Tecnologia/Fábrica de Software,Cientista de Dados/Data Scientist,Pleno,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,0.0,"Gostaria de receber mais benefícios, Salário atual não corresponde ao mercado, Falta de oportunidade de crescimento no emprego atual",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
