Id,Faixa idade,Gênero,Cor/raça/etnia,PCD,vive_no_brasil,uf onde mora,Regiao onde mora,Nivel de Ensino,Área de Formação
in3oayedu8b34fartin3oml22xdfywj0,25-29,Masculino,Parda,Não,1,ES,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
inan9ehdtinank6rxm6knii1bmxlijak,17-21,Masculino,Parda,Não,1,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
ink13wzewrho9gzinkwaivdw384lxyww,40-44,Masculino,Parda,Não,1,SC,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
inl19eyjmr7vyvinl1xyxoo2ynrqyt1g,22-24,Masculino,Branca,Não,1,SP,Sudeste,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
inw39uf9kihccpcinw39hyjdboegxsd4,25-29,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias
io11ymzzxa4tqtmgwhdjiio11yaxa818,40-44,Masculino,Parda,Não,1,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
io4dkdsq5846b0f0uio4dklv55irps4s,25-29,Masculino,Branca,Não,1,RJ,Sudeste,Mestrado,Química / Física
ioamdc9zhy0ipxjn6bcioamj5g5dg0g4,25-29,Masculino,Branca,Não,1,PB,Nordeste,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo
iosdqdibo1vxsi1jfiosdqgqww41n0ly,25-29,Masculino,Parda,Não,1,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias
ipayuygt0ir24cpjrc3hpeipayuygt0n,25-29,Masculino,Branca,Não,1,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
ipb8lr5dslq9aqkpkypipb8lr3m9nyl2,45-49,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
ipfbbdly2m3t3nahtm71sipfbbssp9x8,30-34,Feminino,Branca,Não,1,SC,Sul,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
ipiof642f5od5idrjgipisqvmmpwrvs9,22-24,Masculino,Parda,Não,1,CE,Nordeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
ipxgalmdgtqcroipxgtb113ov95h2m31,35-39,Masculino,Parda,Não,1,GO,Centro-oeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
iq2fyvql8jpm4zw9oiq2fy8rtosu648o,35-39,Masculino,Branca,Não,1,RS,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
iq5t8872yq863skhor66dviq5t89apq1,22-24,Masculino,Branca,Não,1,DF,Centro-oeste,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
iq6q03okspuzpjdahpys7iq6q03ci92z,30-34,Masculino,Parda,Não,1,SP,Sudeste,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo
ir3nrihfwbukol3no59irl0he238wvog,22-24,Masculino,Branca,Não,1,PR,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
irkpetzza1a0fc6u45irkpe22gwdc5hb,25-29,Masculino,Parda,Não,1,MA,Nordeste,Pós-graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
is2aljjld687dqp7iajhis2aljrluw7c,22-24,Masculino,Parda,Não,1,PA,Norte,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
isgr5n86m6rbnhgisgr5n4ocxqqspnt2,25-29,Feminino,Branca,Não,1,DF,Centro-oeste,Pós-graduação,Outra opção
it021gldrpmg64znlyfit02169094sri,35-39,Masculino,Branca,Não,1,DF,Centro-oeste,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
it5pyz1i9xpk9jraait5pyzquxlyuw0d,25-29,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Outras Engenharias
it7u5wu5u865tby5sgit7utfd24gsov5,35-39,Masculino,Parda,Não,1,SC,Sul,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
itrbxsl99ii8tw023itr3lwyh9qxfzhz,17-21,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
iu3rsdwvh4tz77wiu39cevwbu8sc8vu9,35-39,Masculino,Branca,Não,1,SP,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
iu8meyh7nonfslytwiu8meynhx7660hz,45-49,Masculino,Branca,Não,1,RS,Sul,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI
iv5rj8k613gul8clvoiv5rj8krdavgil,35-39,Masculino,Branca,Não,1,PR,Sul,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
ivdg9r4xg08xkke5pivdg9l5tqdioei9,30-34,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
iw11fivjqjs8h3xi5iipiw11f06j50uk,25-29,Feminino,Parda,Não,1,SC,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
iw37mrewpu8kq17iw37mrxq4yh367kca,30-34,Masculino,Parda,Não,1,RJ,Sudeste,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo
ix8qooopjv9zcvfw768ix8qqphbimofa,25-29,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias
ixbs57f4m1mak6ixbs1hm6i883lf3jl0,25-29,Feminino,Preta,Não,1,SP,Sudeste,Pós-graduação,Outras Engenharias
iy8y99x8w7eiy8ytui2vdng8h97xd3jp,25-29,Masculino,Amarela,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
iya83nzppjmnacgiya8hmxozqfq3a23p,40-44,Masculino,Branca,Não,1,RS,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
iydkqtuio3mu61ikqiydkqtulujsp09u,25-29,Feminino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo
iyf2fvr74z7wycio4vh9btiyf2fvrd7u,40-44,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
iyhfqkg5lclk097q10iyhfq6qtp3pzx5,30-34,Masculino,Preta,Não,1,RJ,Sudeste,Pós-graduação,Outras Engenharias
iypgpoxd3j4v7w6eliyp5z3k0hccjf5s,30-34,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
iyud7fhqekpp4b33jiiyud7phyjojl9z,30-34,Masculino,Parda,Não,1,RS,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
iywwzudgjrhxz92fo3oiywwzuolqk2i3,40-44,Feminino,Branca,Não,1,RJ,Sudeste,Pós-graduação,Outra opção
iz6bauh5fxzul9l1miz6bad863b7l96p,25-29,Feminino,Branca,Não,1,SP,Sudeste,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo
izoyr5nmefizos66s94jsigldrizvr51,25-29,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
izs4hn0uhay2x3nqizs42l0mfq4m3j0x,30-34,Feminino,Amarela,Não,1,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
j0f6ghqmoii4gvgzgq50mk8mj0f6ghq8,30-34,Masculino,Parda,Não,1,MG,Sudeste,Pós-graduação,Outra opção
j0n3ygktnvosslcj6jdx9b0up6ito1me,25-29,Feminino,Parda,Não,1,BA,Nordeste,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios
j1d7k483vfmjcvxys8ixr2j1d7k48v86,40-44,Feminino,Branca,Não,1,SP,Sudeste,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI
j1l4qfl4lxlojavv4yj1l4qfu0nc2dmx,30-34,Feminino,Parda,Não,1,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias
j1xhelk8nzsn95bpj1xhe1kq4xhhqy1w,30-34,Feminino,Branca,Não,1,RS,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
j1yhqw31lz7jbrm6yu6j1yq3gebiy8dj,30-34,Feminino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
j2c3jsrqbr1ex95oroqwj2c3jokypyht,17-21,Masculino,Parda,Não,1,MT,Centro-oeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
j2rk5x01dm0w9jjxj2rk5wm9jy7cpguv,22-24,Masculino,Branca,Não,1,RJ,Sudeste,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
j2tfktcajludf7rj2tfkk4vuzrd8cbnp,30-34,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
j34gdx5521gse4fjdj34gdxc441vtnmb,30-34,Masculino,Branca,Não,1,AL,Nordeste,Pós-graduação,Outras Engenharias
j3vgh5lvnrb7qhii9j3vgh5l3lbtkejh,17-21,Masculino,Branca,Não,1,MG,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
j4aitjrqmshlll1laj4uyncnbbzhrpuw,40-44,Masculino,Preta,Não,1,BA,Nordeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
j4i41fsqofxrc7cob3worj4i41foqyb0,30-34,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Ciências Sociais
j51eubc5zg551662k2zhj51eubrpj94k,25-29,Masculino,Parda,Não,1,CE,Nordeste,Mestrado,Outras Engenharias
j54a8gt8q8ax98bxc258zxj54a8gvlmb,30-34,Feminino,Parda,Não,1,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
j5b44xtf6nj7d8j5b44xw4q54z2x056q,30-34,Masculino,Parda,Não,1,MG,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
j5cjsz7mt8wvcsj5ccf9g2i4woer251n,25-29,Masculino,Parda,Não,1,MG,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
j5kvh32j8w4zap588ij5kk2c6uuowypf,22-24,Masculino,Branca,Não,1,MG,Sudeste,Graduação/Bacharelado,Outras Engenharias
j5nzl7ykjq5ptj5nhvgf8jtyxqwjv33r,25-29,Masculino,Parda,Não,1,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias
j5pv4o1m7g1dqmiobqm4j5pvkpdnql9b,30-34,Masculino,Branca,Não,1,PI,Nordeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
j613nuzl0sqm8mrzg2z18uj613n2y9y7,25-29,Masculino,Branca,Não,1,MG,Sudeste,Pós-graduação,Outras Engenharias
j6187vjobr9qg986fj618goui5twddpn,30-34,Feminino,Preta,Não,1,RJ,Sudeste,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo
j6wu96laenfcetbdctj6wu9zggyvoo2a,30-34,Masculino,Parda,Não,1,SP,Sudeste,Pós-graduação,Outras Engenharias
j71qlm29lbwmwj71qume9nmjh7znyw1x,25-29,Masculino,Parda,Não,1,RJ,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
j75aorlnoip87c2tj7rco8lkhr6fcqs7,35-39,Masculino,Branca,Sim,1,RJ,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
j7ammxztk2n8qlffj7amq4db6fxg5c9j,25-29,Masculino,Branca,Sim,1,PR,Sul,Pós-graduação,Outras Engenharias
j7pcimgoa99c7e5qvwdj7pcit742j4du,25-29,Masculino,Branca,Não,1,BA,Nordeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
j7ujcci8nfko5zgvej7ujczq24apt5ne,17-21,Masculino,Parda,Não,1,RJ,Sudeste,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
j8a9yromy081yfb4u2uj8a9ihejxrzd5,22-24,Masculino,Branca,Não,1,SC,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
j8cidu4sdw3dtx8k72ttpj8cidu4ck1x,22-24,Masculino,Branca,Não,1,RS,Sul,Graduação/Bacharelado,Outras Engenharias
j8gwp859uljq0hubuqj8gwp8vc4pj9ye,25-29,Feminino,Branca,Não,1,SP,Sudeste,Pós-graduação,Outras Engenharias
j95043g82ieygzhgej95023bungtbvbh,25-29,Masculino,Branca,Não,1,PB,Nordeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
ja0kt84jllpmn3sb1rmb8fja0kt84jlq,40-44,Masculino,Parda,Não,1,PE,Nordeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
jakfzzb3fjgox6cqcwh5krjakfzzvmfo,45-49,Masculino,Branca,Não,1,PB,Nordeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
jb6kkt0f6vtpplplaynjb6kk5kkhmge8,45-49,Feminino,Branca,Não,1,SP,Sudeste,Pós-graduação,Outras Engenharias
jb8w9645q5bu75strjb8w96462vx1oc7,25-29,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
jbl57wlyfzw006aplpsjbl5jgnh2nv1x,25-29,Masculino,Branca,Não,1,SC,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
jbsc59kxcg2zpv0d3jbsc59bzjyjz0fv,30-34,Masculino,Parda,Não,1,SP,Sudeste,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo
jccugoor6eot22e7svjccugo57enwsbh,30-34,Masculino,Branca,Não,1,SC,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
jciipbjxab1uiotqj3jciq9b85ygdr6g,40-44,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
jd3zcp5tmurp65jd3zze1bicfjqdh3uv,30-34,Masculino,Branca,Não,1,SP,Sudeste,Estudante de Graduação,Marketing / Publicidade / Comunicação / Jornalismo
jdd8ybvf5fag4navml4jdd8ybvspkhdj,22-24,Masculino,Preta,Não,1,MS,Centro-oeste,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
jdyeft8n5595ift7jdyefcccqg2ul62s,35-39,Masculino,Parda,Não,1,PE,Nordeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
jeoc0r2lvevjtg7jeo18ndpahsgq18v9,30-34,Masculino,Branca,Não,1,PR,Sul,Graduação/Bacharelado,Outras Engenharias
jf5qkxbednnnm14585jf5qkxbot6qw6z,17-21,Masculino,Amarela,Não,1,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
jfj8yxmtfytxro0jfj8yhrmmc0a7dift,35-39,Masculino,Branca,Não,1,DF,Centro-oeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
jfmqayaff1zxm2zqhejfmqayoumd2z7b,25-29,Masculino,Branca,Não,1,SP,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
jfnvcz5tnpp0ijfnr32r9dmg5123zqm4,40-44,Feminino,Branca,Não,1,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
jgce7zdn7fierlrilk0qhajgce7zdnlf,25-29,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
jh9z2deroc3w0ig7jh9stfezr9lq2q89,35-39,Feminino,Branca,Não,1,SP,Sudeste,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo
jhxqro4ekdqt1kavjhxqrp6rbrbrue4q,25-29,Masculino,Branca,Não,1,MG,Sudeste,Pós-graduação,Outras Engenharias
jhybxwoq1c8fhmjhybb0ht6br6gcwqu5,25-29,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
jhzfjjmymn2poc5zstcxrjhzfjztb1e0,25-29,Feminino,Branca,Não,1,PB,Nordeste,Pós-graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
ji2khm6okpqln1r2aji2khbu66yvzqgn,25-29,Masculino,Preta,Não,1,RJ,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
jiaxaca1x3go4pmc1pozjiaxa7j7v8vp,25-29,Masculino,Amarela,Não,1,PR,Sul,Graduação/Bacharelado,Outras Engenharias
jibrhcj85uy71e80rdjibrhc13f4gogp,25-29,Masculino,Branca,Sim,1,DF,Centro-oeste,Pós-graduação,Ciências Sociais
jihk28abcy9vchg9jihk289wjga15drf,25-29,Feminino,Branca,Não,1,DF,Centro-oeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
jihl1hp0w2w8tkkqgjihl1hpaonj15ju,30-34,Masculino,Branca,Não,1,CE,Nordeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
jj2y7b9ks9b5tz9214qml7jj2y7b9j6y,50-54,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
jjbsnft3u59c84jjbsnu56ebbc7ao6lx,55+,Masculino,Branca,Não,1,PE,Nordeste,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios
jjhyt8iy0s5h9wjjhbpbd83wiihum88l,30-34,Feminino,Branca,Não,1,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
jjjq24m51b1wr1u2ejlxcjjjq249ixam,30-34,Masculino,Parda,Não,1,SP,Sudeste,Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
jjn5uxmw8hdjrgtjjn50uwmmy8no7b9r,25-29,Masculino,Outra,Não,1,SC,Sul,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
jk6d3jpxf063303jk6dicedkryaq5l1j,30-34,Masculino,Branca,Não,1,PA,Norte,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
jkl2ro149cd1msibljkl2rpfeueyrosw,40-44,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
jkufdp86i24oooexfjkufdnkkr4m8vgi,45-49,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Outra opção
jkyo87ce5xzlaszfjkyo87o08a37tk7a,30-34,Masculino,Branca,Não,1,SP,Sudeste,Mestrado,Outras Engenharias
jlhapeucdvcd2ycc8ai8yjlhapeurdrw,25-29,Masculino,Parda,Não,1,GO,Centro-oeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
jlmy3qhn5p2bxgx0594jlmy3qhdci0nz,25-29,Feminino,Branca,Não,1,PE,Nordeste,Graduação/Bacharelado,Outras Engenharias
jlovriens0rki7rblj5jlovrnbxgf9if,25-29,Masculino,Branca,Não,1,SC,Sul,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
jlqwbdswyfrowstrgrkjlqwbds5etu40,25-29,Feminino,Branca,Não,1,SC,Sul,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
jm6syzqnxajm3pn0t6jm6syzq80gdt47,30-34,Masculino,Parda,Não,1,PR,Sul,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
jmdvpj29v3p7fpvjmdvtsep6z7alu0np,22-24,Masculino,Preta,Não,1,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
jmy0zunhr5wwfr3jmy0t6e41xvmi5tln,30-34,Masculino,Branca,Não,1,RJ,Sudeste,Graduação/Bacharelado,Química / Física
jo807b52cehzi4jo80oygsu29m64a6v3,30-34,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo
jo95q4qeo5psdfdyncpfojo95q00pipx,45-49,Masculino,Branca,Não,1,SC,Sul,Pós-graduação,Outras Engenharias
jogg6uf5q23r0u1knpj47jogg6ufw2le,35-39,Feminino,Branca,Sim,1,SP,Sudeste,Graduação/Bacharelado,Outra opção
jolsej790aavpr3djumjolspwvapzhvr,40-44,Masculino,Branca,Não,1,RS,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
jp08kqulz0003j42f3a3jp08kqu4bz9a,45-49,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
jp9w3gna74payprgycajp9w3of2gip2s,25-29,Masculino,Preta,Não,1,RJ,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
jpdw5fy3647njpdw5fd1y03ayo4gfg98,22-24,Masculino,Branca,Não,1,PR,Sul,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
jpgdomr9iebvj66o1o1m6zaxjpgdomri,30-34,Feminino,Parda,Não,1,SP,Sudeste,Pós-graduação,Outra opção
jpzu67nxn0q9k4mdca942ljpzu67n2mg,30-34,Feminino,Branca,Não,1,RJ,Sudeste,Estudante de Graduação,Marketing / Publicidade / Comunicação / Jornalismo
jqj4bdu5sgjjw6svllslejqj4bduhabj,30-34,Masculino,Branca,Não,1,PR,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
jr21u74eme1efnfg4jr21u7eizvvcdf4,35-39,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Ciências Sociais
jr7towh0lfqh0eqrvjr7vlvhguaas3b8,35-39,Masculino,Parda,Não,1,MG,Sudeste,Graduação/Bacharelado,Outra opção
jr7z9at8v99hd99lusm8twjr7z9a0v6s,25-29,Masculino,Branca,Não,1,RS,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
jr87hbe1h8vj0hk2wvjr87herdz5x1pt,22-24,Masculino,Branca,Não,1,MG,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
jrslh8n7mcoyu3ydb1pijrsig8av320p,25-29,Masculino,Parda,Não,1,GO,Centro-oeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
jsgzoazz0gkej0paz4z7jsgzoacv950k,30-34,Masculino,Parda,Não,1,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
jswkymec98n3z2hr8r497mjswkygkz8d,30-34,Masculino,Branca,Não,1,PE,Nordeste,Estudante de Graduação,Outra opção
jsxedj034l3nvqy16hvjsxedpvioisdn,45-49,Masculino,Branca,Não,1,SP,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
jt0vlh69z8j702dssg0jt0vlmnfecf5h,30-34,Masculino,Branca,Não,1,MG,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
jt8vkuh7ki7wg8qb5prwjt8vku0vmn5x,45-49,Masculino,Parda,Não,1,BA,Nordeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
jtdjuqql267h4vxlzzxjtdjuglo33ldm,30-34,Feminino,Branca,Não,1,MG,Sudeste,Graduação/Bacharelado,Outras Engenharias
jtif9lkxo1z79xwijbbv3g74dezo9qbb,25-29,Masculino,Parda,Não,1,SC,Sul,Pós-graduação,Outras Engenharias
jtotgbp6u9rs0eu6jtotbcfyd2mfcjut,22-24,Masculino,Parda,Não,1,MG,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
jtxz6u80fg4asw9zvmoxjtxz6u80nrne,40-44,Masculino,Branca,Não,1,RJ,Sudeste,Pós-graduação,Outra opção
jukw0u6aye00wo0ihckmqbhjukw0uzas,35-39,Masculino,Parda,Não,1,PA,Norte,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
junm2jw1sxpc0tbdezmjunm2jiykjaf4,30-34,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo
jur2syye9jki2sw96zomtjur2sxjlme5,25-29,Feminino,Branca,Não,1,SP,Sudeste,Pós-graduação,Outras Engenharias
jv4636jg9tqnar0ojv4636fs9wrvkfr8,40-44,Masculino,Branca,Não,1,RS,Sul,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
jvg2gn1e1qqyklyikjvg2gnuxm6zhxs3,25-29,Masculino,Branca,Não,1,PR,Sul,Pós-graduação,Outras Engenharias
jviyppv2qcae8w9hvm1vjviya2e3lav1,30-34,Masculino,Parda,Não,1,PR,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
jvjpk4mhhifivvxuvjugiwjvjpk4mv1b,25-29,Feminino,Amarela,Não,1,PR,Sul,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
jvmk22k0uhmncnqy3jvmk22c5xx09293,50-54,Masculino,Branca,Não,1,BA,Nordeste,Pós-graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
jvugph94ewawmlo0v6gfjvugtccqyc2l,30-34,Feminino,Parda,Não,1,SP,Sudeste,Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
jvvibx6n1bzxl8qhjvvibxbprlsthgsh,22-24,Feminino,Parda,Não,1,SC,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
jwe8l8a4vx8qgjwehfec8q831lhwpr1a,25-29,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo
jwn098gq5t3ezc1tjwn05nh1kufhcwtl,45-49,Feminino,Branca,Não,1,ES,Sudeste,Doutorado ou Phd,Química / Física
jwu1nwkxzst1es8zzor1fjwu1nww9g4g,22-24,Masculino,Branca,Não,1,RN,Nordeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
jx42ccd8p1txronf9kxjx42cmjpec5mu,30-34,Masculino,Preta,Não,1,PE,Nordeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
jx6tgqcq68qtduahajx6tgiydinuzasz,25-29,Feminino,Branca,Não,1,MG,Sudeste,Graduação/Bacharelado,Outras Engenharias
jx9aduekv1av9sy6jx9aduih0dsu4xbi,25-29,Feminino,Branca,Não,1,AL,Nordeste,Pós-graduação,Ciências Sociais
jxig6sj4vectpozqykkhjxig6sj9lzym,55+,Masculino,Preta,Não,1,SP,Sudeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
jxjkbc5w6nrg73jxjkqd6fds3y7bxh00,25-29,Feminino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
jxu2jr8ucgnwpcl2stjxu2jra6pv02jo,25-29,Feminino,Branca,Não,1,RS,Sul,Graduação/Bacharelado,Outras Engenharias
