Id,Objetivo na área de dados,Oportunidade buscada na área de dados,Tempo de busca de oportunidade na área de dados,Como tem sido a busca por um emprego na área de dados,Texto_Preprocessado,Cluster
fvd431mfnlzelsofvd4tk2u5hh9jnyt5,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,7 meses - 1 ano,"Já participei de 1 a 3 entrevistas, mas não fui contratado",migração carreira trabalho outra área busco recolocação área dado,2
fvjpckq4x1l7d75o7mx9byfvjpckdjqi,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,Ainda não me candidatei a nenhuma vaga na área,primeiro emprego tentando encontrar primeira oportunidad área dado,1
fy4cy4gr8e1x25qav8kbfy4cy5hvu8fs,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
g2j5xi0t574mrepuy5f9g2j5xhtrb3em,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,0 - 6 meses,"Já participei de 1 a 3 entrevistas, mas não fui contratado",migração carreira trabalho outra área busco recolocação área dado,2
g5ey4jsam915femev0ogg5ey4jzpql3s,Apenas conhecimentos: Busco conhecimentos em dados para utilizar na minha área de atuação (não trabalho na área de dados),,,,apena conhecimento busco conhecimento dado utilizar área atuação trabalho área dado,0
gbjuupiinyu9z93d1kkpgbjuupii9m0k,Já trabalho com dados,,,,trabalho dado,4
gft8wfvcob1fpsw6dt2ygftjt60nowee,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,7 meses - 1 ano,"Já me candidatei, mas nunca fui chamado para entrevistas",migração carreira trabalho outra área busco recolocação área dado,2
ghsfkhtnwugu7yp7wiyfoghsfkhfhi49,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,7 meses - 1 ano,"Já me candidatei, mas nunca fui chamado para entrevistas",primeiro emprego tentando encontrar primeira oportunidad área dado,1
gi2d0z93gwjrhzgnuv6gi2d2tyc2orhx,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,Ainda não me candidatei a nenhuma vaga na área,migração carreira trabalho outra área busco recolocação área dado,2
gijge9aoobowz4uqr5367gijge9ajoqg,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
gng2qmfvlwggtpimuk2yngng2qmftm2f,Apenas conhecimentos: Busco conhecimentos em dados para utilizar na minha área de atuação (não trabalho na área de dados),,,,apena conhecimento busco conhecimento dado utilizar área atuação trabalho área dado,0
gyeslgvz23tf9dgtqzdgyeslgzfxxjph,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Cientista de Dados/Data Scientist,7 meses - 1 ano,"Já me candidatei, mas nunca fui chamado para entrevistas",migração carreira trabalho outra área busco recolocação área dado,2
h0q5s5tnqdu1zclkush0q5sz0pbukzo3,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
h0wmmuwsz7v32vsjxh0wmmuut7mncuk3,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,1 ano - 2 anos,"Já me candidatei, mas nunca fui chamado para entrevistas",migração carreira trabalho outra área busco recolocação área dado,2
h2yf40xw0b7q1vs1vuh2yf4410z1mmm8,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Negócios/Business Analyst,0 - 6 meses,"Já me candidatei, mas nunca fui chamado para entrevistas",migração carreira trabalho outra área busco recolocação área dado,2
h3qol1gtc7nt4setvh3qolz4a98bnwrg,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,1 ano - 2 anos,"Já me candidatei, mas nunca fui chamado para entrevistas",migração carreira trabalho outra área busco recolocação área dado,2
h5xwjqns8yxm2nb0exh5xwxjqjjz5wqy,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,7 meses - 1 ano,"Já me candidatei, mas nunca fui chamado para entrevistas",migração carreira trabalho outra área busco recolocação área dado,2
h6fo0dnfz91p7lsacn7h6fo0d9xx4564,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,7 meses - 1 ano,"Já me candidatei, mas nunca fui chamado para entrevistas",migração carreira trabalho outra área busco recolocação área dado,2
hajgnusfhbdqnwx42hajgnqqapuyxxhl,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,Ainda não me candidatei a nenhuma vaga na área,migração carreira trabalho outra área busco recolocação área dado,2
hczxujnu5v310qsguqm2nhczxujguorf,Apenas conhecimentos: Busco conhecimentos em dados para utilizar na minha área de atuação (não trabalho na área de dados),,,,apena conhecimento busco conhecimento dado utilizar área atuação trabalho área dado,0
hd9guqqv684oj5d0dstrw9hd9guqqg0w,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
hdtpta2zkef55u30hwqhdtptatd1t987,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
hiuvy4bg3bpcuvt51o6hiuvy4rg919yj,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
hk6gndrlpxm9wbe3ctpmdnwzhk6gn6rk,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,"Já me candidatei, mas nunca fui chamado para entrevistas",migração carreira trabalho outra área busco recolocação área dado,2
hlwp2ra53uibvw11thlwwyc70uynugw9,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Cientista de Dados/Data Scientist,acima de 2 anos,"Participei de mais de 3 entrevistas, mas não fui contratado",primeiro emprego tentando encontrar primeira oportunidad área dado,1
hlzx7unuf2lemiel5chlzx7unu5wol7o,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
hmroft1yv9thnfv4wpuhmroftoksvxjf,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,Ainda não me candidatei a nenhuma vaga na área,primeiro emprego tentando encontrar primeira oportunidad área dado,1
hpc9y1p1u1trzricce3hpc9y1p3jples,Atualmente já trabalho com dados,,,,atualment trabalho dado,4
hqg9wk874qh4uchqg9wk3bsdu1agjcst,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Cientista de Dados/Data Scientist,0 - 6 meses,Ainda não me candidatei a nenhuma vaga na área,primeiro emprego tentando encontrar primeira oportunidad área dado,1
hqihlt5uuczhqih7i8xjwmzzjeiqlu7i,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,7 meses - 1 ano,"Já participei de 1 a 3 entrevistas, mas não fui contratado",migração carreira trabalho outra área busco recolocação área dado,2
hsw1wt4nnf3e3f173u9rhsw1wt40kslv,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,7 meses - 1 ano,"Já me candidatei, mas nunca fui chamado para entrevistas",migração carreira trabalho outra área busco recolocação área dado,2
i2dl4rmgcuj6qyzoi26kji2dl412vfrw,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Analista de Negócios/Business Analyst,7 meses - 1 ano,"Participei de mais de 3 entrevistas, mas não fui contratado",primeiro emprego tentando encontrar primeira oportunidad área dado,1
i55u1544yppxor0wfb5i55u15eztfz3i,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
i6bhb0sp5zruh5f8dii6bhfse570fxac,Voltar para a area de dados,,,,voltar area dado,4
i7izvevsxouaittbytmi7izvev3fw6gf,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Cientista de Dados/Data Scientist,0 - 6 meses,"Já me candidatei, mas nunca fui chamado para entrevistas",migração carreira trabalho outra área busco recolocação área dado,2
i9jg5434qp5zectbel09wpqi9jg54fr7,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Negócios/Business Analyst,,Ainda não me candidatei a nenhuma vaga na área,migração carreira trabalho outra área busco recolocação área dado,2
ig2sangfvsldthkeig2s0xi7c0zori8j,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,"Já me candidatei, mas nunca fui chamado para entrevistas",primeiro emprego tentando encontrar primeira oportunidad área dado,1
iip4lhamxl0rxxomaiip4l3ojlges1yu,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,7 meses - 1 ano,"Já me candidatei, mas nunca fui chamado para entrevistas",migração carreira trabalho outra área busco recolocação área dado,2
iles6euh11h0bf9u33t1h2piles6euqk,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
in27tiqnxaw2sfkpeo24di1in27t3210,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,Ainda não me candidatei a nenhuma vaga na área,migração carreira trabalho outra área busco recolocação área dado,2
ipayuygt0ir24cpjrc3hpeipayuygt0n,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
j1d7k483vfmjcvxys8ixr2j1d7k48v86,Já trabalho na área de dados,,,,trabalho área dado,4
j2c3jsrqbr1ex95oroqwj2c3jokypyht,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
j2rk5x01dm0w9jjxj2rk5wm9jy7cpguv,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Analista de Dados/Data Analyst,7 meses - 1 ano,"Já participei de 1 a 3 entrevistas, mas não fui contratado",primeiro emprego tentando encontrar primeira oportunidad área dado,1
j4aitjrqmshlll1laj4uyncnbbzhrpuw,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analytics Engineer,7 meses - 1 ano,"Já participei de 1 a 3 entrevistas, mas não fui contratado",migração carreira trabalho outra área busco recolocação área dado,2
j6187vjobr9qg986fj618goui5twddpn,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,"Já me candidatei, mas nunca fui chamado para entrevistas",primeiro emprego tentando encontrar primeira oportunidad área dado,1
jgce7zdn7fierlrilk0qhajgce7zdnlf,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
jihl1hp0w2w8tkkqgjihl1hpaonj15ju,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
jjbsnft3u59c84jjbsnu56ebbc7ao6lx,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
jpfuhcznqhxolksojpfutzklgqf1onhb,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Cientista Computacional,0 - 6 meses,"Já participei de 1 a 3 entrevistas, mas não fui contratado",migração carreira trabalho outra área busco recolocação área dado,2
jwn098gq5t3ezc1tjwn05nh1kufhcwtl,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Cientista de Dados/Data Scientist,1 ano - 2 anos,Ainda não me candidatei a nenhuma vaga na área,migração carreira trabalho outra área busco recolocação área dado,2
k239hkdxh63k4rk23d8qitj63pjn50jr,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,7 meses - 1 ano,"Participei de mais de 3 entrevistas, mas não fui contratado",migração carreira trabalho outra área busco recolocação área dado,2
k23y5sxb14e44k4k23y5l9l2w98zzt61,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,Ainda não me candidatei a nenhuma vaga na área,migração carreira trabalho outra área busco recolocação área dado,2
k2ebgqff512i3x843ohlk2ebgq7anjzh,Desempregado com mais de 20 anos em dados. Procuro posição de gestão,,,,desempregado 20 ano dado procuro posição gestão,4
k4p0mysj5848fplk4p7ncc18d1w13qcq,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
k83ivd1pqlxpzk83ip9pl2z3vcqm6kp9,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Cientista de Dados/Data Scientist,7 meses - 1 ano,"Já me candidatei, mas nunca fui chamado para entrevistas",primeiro emprego tentando encontrar primeira oportunidad área dado,1
kbqradfiprazyst5b5nz4pwkbqraczai,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Cientista de Dados/Data Scientist,0 - 6 meses,Ainda não me candidatei a nenhuma vaga na área,primeiro emprego tentando encontrar primeira oportunidad área dado,1
kdh4crykz35frymw06ckdh4cfizdmc0j,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,"Já me candidatei, mas nunca fui chamado para entrevistas",migração carreira trabalho outra área busco recolocação área dado,2
kev65ym2qkxrmulfsbdhodgkev65y2ct,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
kflv94mi2rfcrkkflv94u6jx9l1wnre2,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Cientista de Dados/Data Scientist,0 - 6 meses,"Já me candidatei, mas nunca fui chamado para entrevistas",migração carreira trabalho outra área busco recolocação área dado,2
kksarmtvbdn5sh3aizkksarmai3bdks3,Apenas conhecimentos: Busco conhecimentos em dados para utilizar na minha área de atuação (não trabalho na área de dados),,,,apena conhecimento busco conhecimento dado utilizar área atuação trabalho área dado,0
kmswc4ce8yk8cytif8akmswc7kd4sdm2,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Cientista de Dados/Data Scientist,0 - 6 meses,Ainda não me candidatei a nenhuma vaga na área,migração carreira trabalho outra área busco recolocação área dado,2
kpwrgnrg0mrxbc37fsbqikpwrgnrgb71,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
kt068tjivvy6yb5204mlkt068dryz9rs,Apenas conhecimentos: Busco conhecimentos em dados para utilizar na minha área de atuação (não trabalho na área de dados),,,,apena conhecimento busco conhecimento dado utilizar área atuação trabalho área dado,0
kt4l766j8ow8zrt81ykt4pzjfpasfgoa,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,"Já me candidatei, mas nunca fui chamado para entrevistas",migração carreira trabalho outra área busco recolocação área dado,2
ky03bipgdwipnsjmhvky03bi2hhmeyci,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Cientista de Dados/Data Scientist,0 - 6 meses,Ainda não me candidatei a nenhuma vaga na área,primeiro emprego tentando encontrar primeira oportunidad área dado,1
l38mr51v83udrzkfamntl38mr517ph0j,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,"Já me candidatei, mas nunca fui chamado para entrevistas",migração carreira trabalho outra área busco recolocação área dado,2
l6gdxzsjfnmcwc0fjl6gdx712e1qnjry,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,"Já participei de 1 a 3 entrevistas, mas não fui contratado",primeiro emprego tentando encontrar primeira oportunidad área dado,1
ldhthstoy9nhc6ldhthsu64guo2kptqc,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Negócios/Business Analyst,0 - 6 meses,Ainda não me candidatei a nenhuma vaga na área,migração carreira trabalho outra área busco recolocação área dado,2
lg7wib9xtlmfjvlg7wfkgeu28jvq6i37,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
lixh6w56rgvam17llixh4g10kjuxos4s,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
lk47yf77mo1gs14sx0b7krlk478k8gcw,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
ll7zcyuvm1jcjr1yjll7zc74ooqwhe1m,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Cientista de Dados/Data Scientist,1 ano - 2 anos,"Já me candidatei, mas nunca fui chamado para entrevistas",primeiro emprego tentando encontrar primeira oportunidad área dado,1
lmymo23kyh93b8hfblmlmymo2urs0sdj,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,"Já participei de 1 a 3 entrevistas, mas não fui contratado",migração carreira trabalho outra área busco recolocação área dado,2
lp8146um6pb0mbvzpu0qmmlp81pgsnvp,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
lpuzhwsocj6vz6r7rmsmilpuzhwst6sq,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de BI/BI Analyst,7 meses - 1 ano,"Participei de mais de 3 entrevistas, mas não fui contratado",migração carreira trabalho outra área busco recolocação área dado,2
lq4h5xmk6ktwpj0lq4h530ayroa26j39,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Cientista de Dados/Data Scientist,7 meses - 1 ano,"Já me candidatei, mas nunca fui chamado para entrevistas",primeiro emprego tentando encontrar primeira oportunidad área dado,1
lr1bxeg0cgot92rpklr1bxegp5qfi2wo,"Compartilhar conhecimento, mais de 20 anos em grandes empresas",,,,compartilhar conhecimento 20 ano grand empresa,4
ltf2y0qidtmb8jd1d07ltf2yupatbl4e,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,"Já me candidatei, mas nunca fui chamado para entrevistas",migração carreira trabalho outra área busco recolocação área dado,2
lvp08ary39ca4u5flvplmvuwhcg3vzpw,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,0 - 6 meses,"Já me candidatei, mas nunca fui chamado para entrevistas",primeiro emprego tentando encontrar primeira oportunidad área dado,1
lwtq6nrks1nt5vq4i9lwtq6n3ek4c83f,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Cientista de Dados/Data Scientist,7 meses - 1 ano,"Participei de mais de 3 entrevistas, mas não fui contratado",migração carreira trabalho outra área busco recolocação área dado,2
lxj202ef85n7mtk7lxj2gas6ippm3glt,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,7 meses - 1 ano,"Já me candidatei, mas nunca fui chamado para entrevistas",migração carreira trabalho outra área busco recolocação área dado,2
lzn895lo4o2eca9x2blzn8psc3d91wjv,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,Ainda não me candidatei a nenhuma vaga na área,migração carreira trabalho outra área busco recolocação área dado,2
lzock2373cetuoiv9j2dlzock23frhoz,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Cientista de Dados/Data Scientist,0 - 6 meses,"Já me candidatei, mas nunca fui chamado para entrevistas",migração carreira trabalho outra área busco recolocação área dado,2
m1hwevp1hvwlocpzm1hwevuewxussvv8,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Cientista de Dados/Data Scientist,7 meses - 1 ano,"Já me candidatei, mas nunca fui chamado para entrevistas",primeiro emprego tentando encontrar primeira oportunidad área dado,1
m3zcqm8v1pnz7qflkenm3zcftnz8spx1,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Cientista de Dados/Data Scientist,0 - 6 meses,"Já me candidatei, mas nunca fui chamado para entrevistas",primeiro emprego tentando encontrar primeira oportunidad área dado,1
m55bhuy4teu5rogrjkqm55bjuns3f7aq,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Cientista de Dados/Data Scientist,0 - 6 meses,"Já me candidatei, mas nunca fui chamado para entrevistas",primeiro emprego tentando encontrar primeira oportunidad área dado,1
m88touhtv62nvzpn3ymm88touujjh9wv,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,7 meses - 1 ano,Ainda não me candidatei a nenhuma vaga na área,migração carreira trabalho outra área busco recolocação área dado,2
m9icsyvz9ppn5snm9ic7r5gvur9s4irp,Apenas conhecimentos: Busco conhecimentos em dados para utilizar na minha área de atuação (não trabalho na área de dados),,,,apena conhecimento busco conhecimento dado utilizar área atuação trabalho área dado,0
md0yjd2zxb7xyovxemd0y2igdb3tdke4,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,Ainda não me candidatei a nenhuma vaga na área,migração carreira trabalho outra área busco recolocação área dado,2
mgzoii5pu0yin2s4q66tmgzoii54k6n8,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Cientista de Dados/Data Scientist,0 - 6 meses,Ainda não me candidatei a nenhuma vaga na área,primeiro emprego tentando encontrar primeira oportunidad área dado,1
mha8ny16hngqwomha8mw6m9a1p3bwz22,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Data Product Manager,1 ano - 2 anos,"Já me candidatei, mas nunca fui chamado para entrevistas",primeiro emprego tentando encontrar primeira oportunidad área dado,1
mhu1sl700bjaz5gnbmhusoqcicyikl47,Primeiro emprego: Estou tentando encontrar a primeira oportunidade na área de dados,Analista de BI/BI Analyst,7 meses - 1 ano,"Já me candidatei, mas nunca fui chamado para entrevistas",primeiro emprego tentando encontrar primeira oportunidad área dado,1
mllvdjxe4pgpenmllv4713oaeglokroi,Eu trabalho com isso.,,,,trabalho,4
mpvbvdv60r752ompvbv674tfv7ej46wb,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
msxkpw0brhp3s1umsxkpwjopy5y4umaw,reciclagem e aperfeiçoamento,,,,reciclagem aperfeiçoamento,4
mszfzsulbe92xftdu745nmszfzsulyz6,Já trabalho na área de dados,,,,trabalho área dado,4
mw72tifa32zu4gnlmw72r9ubzk6dqeho,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
mx7ks1dq8evtw4ayimx7zf54rq4ee78h,Sou da area de dados e trabalho a algum tempo,,,,area dado trabalho algum tempo,4
n1ho8yuqanown5csvgxn1hodbkq4839a,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,7 meses - 1 ano,"Já participei de 1 a 3 entrevistas, mas não fui contratado",migração carreira trabalho outra área busco recolocação área dado,2
n39z5gzn3vjnvw6ctn39z5bvlxsh7bet,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,Ainda não me candidatei a nenhuma vaga na área,migração carreira trabalho outra área busco recolocação área dado,2
n4t6rjhzcq0jtcyfryvgmk8n4t6rjpcm,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
n4up4oh0zp68xnw4jjn4upja5w18snrm,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,"Já me candidatei, mas nunca fui chamado para entrevistas",migração carreira trabalho outra área busco recolocação área dado,2
n9dpvli2z2ko3cpeyx0an9dpvlc6us7g,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Cientista de Dados/Data Scientist,1 ano - 2 anos,"Participei de mais de 3 entrevistas, mas não fui contratado",migração carreira trabalho outra área busco recolocação área dado,2
nhba5xg8xi8623s0nhba5x9peh55j1ni,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Engenheiro de Machine Learning/ML Engineer,0 - 6 meses,Ainda não me candidatei a nenhuma vaga na área,migração carreira trabalho outra área busco recolocação área dado,2
niptvwnf3h0v32zwniptvwr8yh4q2mry,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
nmfhxvcuadrrihnmfrpp68d10v3df2yl,Sustentar minha família,,,,sustentar família,4
nosfqrsmxp7t4xvwt2nosfqrt0sakzos,Evoluir na carreira de analista de dados,,,,evoluir carreira analista dado,4
nphavy6j5exw604x2panphaf7jl0wnd3,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,"Já me candidatei, mas nunca fui chamado para entrevistas",migração carreira trabalho outra área busco recolocação área dado,2
nqwst1yddd2th30s6i7ynqwst7rya2i7,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Cientista de Dados/Data Scientist,7 meses - 1 ano,"Já me candidatei, mas nunca fui chamado para entrevistas",migração carreira trabalho outra área busco recolocação área dado,2
nr4lou673htw2nr4lod12x6blp06sk9z,Apenas conhecimentos: Busco conhecimentos em dados para utilizar na minha área de atuação (não trabalho na área de dados),,,,apena conhecimento busco conhecimento dado utilizar área atuação trabalho área dado,0
nruente0eu9d3dstjanruegkp6aq9a05,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,0 - 6 meses,Ainda não me candidatei a nenhuma vaga na área,migração carreira trabalho outra área busco recolocação área dado,2
ntl62whsoyd9ec7iunzdntl62mnwsqtp,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
ntrnd1pu3qyuksjlcnxpntrndvihw9fw,Estou me tornando cientista de dados,,,,tornando cientista dado,4
nu4xvma3rklx8p7inu4xvg3ydzkp2fje,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
nuvubs5rw6zyy9hnuvmkyh8pq3mxgh3q,Migração de carreira: Trabalho em outra área e busco recolocação na área de dados,Analista de Dados/Data Analyst,1 ano - 2 anos,"Já me candidatei, mas nunca fui chamado para entrevistas",migração carreira trabalho outra área busco recolocação área dado,2
nvljuy4n2dbdhgat38klnvlju78ivjou,Preparação profissional: Estou buscando conhecimentos técnicos para no futuro assumir algum cargo na área de dados,,,,preparação profission buscando conhecimento técnico futuro assumir algum cargo área dado,3
