Data_Medicao,NUMERO_DE_DIAS_COM_PRECIP_PLUV_MENSAL_AUT_n_mero_,PRECIPITACAO_TOTAL_MENSAL_AUT_mm_,PRESSAO_ATMOSFERICA_MEDIA_MENSAL_AUT_mB_,TEMPERATURA_MEDIA_MENSAL_AUT_C_,VENTO_VELOCIDADE_MAXIMA_MENSAL_AUT_m_s_,VENTO_VELOCIDADE_MEDIA_MENSAL_AUT_m_s_,Nome,Codigo_Estacao,Latitude,Longitude,Altitude
2016-09-30,6.0,25.0,958.5,25.9,4.8,1.5,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2016-10-31,6.0,32.6,956.3,27.1,6.1,1.6,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2016-11-30,12.0,192.6,955.8,26.2,4.9,1.4,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2016-12-31,10.0,130.0,956.4,25.4,4.9,1.3,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2017-01-31,11.0,109.2,956.5,25.6,6.8,1.3,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2017-02-28,21.0,219.4,957.1,24.3,4.2,1.2,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2017-03-31,16.0,113.8,957.0,24.7,4.3,1.1,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2017-04-30,6.0,113.8,957.0,24.7,3.9,1.1,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2017-05-31,6.0,113.8,957.0,24.7,5.2,1.1,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2017-06-30,6.0,113.8,957.0,24.7,4.8,1.1,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2017-07-31,6.0,113.8,957.0,24.7,6.1,1.1,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2017-08-31,6.0,113.8,957.0,24.2,5.2,1.1,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2017-09-30,0.0,0.0,959.8,25.5,5.7,2.0,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2017-10-31,0.0,0.0,956.1,28.5,5.6,1.7,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2017-11-30,13.0,107.6,955.6,26.4,6.0,1.4,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2017-12-31,15.0,202.0,955.7,25.8,6.6,1.3,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2018-01-31,17.0,53.8,956.2,25.5,5.8,1.3,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2018-02-28,22.0,327.2,956.4,24.2,4.9,1.1,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2018-03-31,24.0,210.8,956.7,24.6,5.5,1.2,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2018-04-30,24.0,210.8,957.9,24.2,3.8,1.1,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2018-05-31,1.0,0.2,958.9,24.0,4.3,1.1,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2018-06-30,0.0,0.0,960.4,22.2,4.9,1.2,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2018-07-31,1.0,2.0,960.2,21.7,4.8,1.3,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2018-08-31,2.0,33.0,959.6,24.7,4.5,1.4,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2018-09-30,0.0,0.0,956.5,26.7,4.2,1.3,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2018-10-31,8.0,188.4,955.7,27.6,5.7,1.2,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2018-11-30,13.0,210.6,955.8,26.0,4.5,1.2,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2018-12-31,13.0,183.6,957.6,24.2,5.1,1.2,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2019-01-31,10.0,65.8,957.7,25.6,4.4,1.1,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2019-02-28,17.0,221.6,956.9,25.4,5.3,1.1,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2019-03-31,25.0,238.0,957.4,25.0,6.0,1.1,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2019-04-30,12.0,96.4,957.5,24.8,4.9,1.0,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2019-05-31,4.0,50.0,957.7,24.4,2.9,0.9,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2019-06-30,0.0,0.0,960.5,22.4,4.9,1.1,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2019-07-31,2.0,3.2,960.3,22.2,4.6,1.2,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2019-08-31,0.0,0.0,961.0,23.1,4.8,1.4,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2019-09-30,1.0,2.6,958.0,26.2,4.8,1.4,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2019-10-31,6.0,20.2,955.9,28.0,5.4,1.4,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2019-11-30,5.0,25.2,954.6,28.8,4.7,1.5,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2019-12-31,7.0,47.4,955.2,28.1,5.9,1.4,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2020-01-31,20.0,242.8,956.9,25.7,5.3,1.2,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2020-02-29,16.0,149.6,957.3,25.3,4.9,1.1,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2020-03-31,21.0,257.6,957.4,24.5,4.2,1.0,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2020-04-30,10.0,78.8,958.2,24.8,4.1,1.0,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2020-05-31,4.0,12.2,959.5,24.1,3.7,1.1,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2020-06-30,4.0,0.0,960.1,22.6,4.9,1.2,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2020-07-31,0.0,0.0,959.9,22.2,4.3,1.2,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2020-08-31,0.0,0.0,959.2,24.0,4.9,1.4,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2020-09-30,0.0,0.0,958.2,24.0,4.5,1.5,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2020-10-31,0.0,0.0,958.2,24.0,6.1,1.5,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2020-11-30,0.0,0.0,958.2,24.0,6.1,1.5,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2020-12-31,0.0,0.0,958.2,24.0,6.1,1.5,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2021-01-31,0.0,0.0,958.2,24.0,6.1,1.5,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2021-02-28,0.0,0.0,958.2,24.0,6.1,1.5,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2021-03-31,0.0,0.0,958.2,24.0,6.1,1.5,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2021-04-30,0.0,0.0,958.2,24.0,6.1,1.5,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2021-05-31,0.0,0.0,958.2,24.0,6.1,1.5,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2021-06-30,0.0,0.0,958.2,24.0,6.1,1.5,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2021-07-31,0.0,0.0,958.2,24.0,6.1,1.5,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2021-08-31,0.0,0.0,958.2,24.0,6.1,1.5,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2021-09-30,1.0,0.0,958.2,27.1,4.1,1.5,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2021-10-31,5.0,54.4,955.9,28.2,4.9,1.4,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2021-11-30,21.0,410.4,955.8,25.2,5.9,1.1,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2021-12-31,23.0,410.8,955.5,24.6,4.9,1.0,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2022-01-31,17.0,180.4,957.1,24.2,4.0,1.0,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2022-02-28,19.0,176.2,956.3,24.9,3.9,1.0,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2022-03-31,13.0,83.8,956.3,24.7,3.0,0.9,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2022-04-30,9.0,47.8,956.8,24.4,4.3,1.0,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2022-05-31,5.0,50.8,958.8,23.2,3.8,1.0,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2022-06-30,0.0,0.0,958.9,21.6,3.7,0.9,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2022-07-31,0.0,0.0,960.0,21.6,4.6,1.2,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2022-08-31,0.0,0.0,959.3,23.4,5.4,1.3,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2022-09-30,2.0,64.0,957.6,25.6,4.6,1.2,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2022-10-31,4.0,9.2,956.1,27.0,4.5,1.2,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2022-11-30,21.0,207.8,956.4,24.7,4.6,1.1,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2022-12-31,5.0,207.8,956.4,24.7,6.0,1.1,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2023-01-31,5.0,207.8,956.4,24.7,6.0,1.1,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2023-02-28,2.0,207.8,956.4,24.7,6.0,1.1,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2023-03-31,1.0,207.8,956.4,24.7,2.8,1.1,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2023-04-30,15.0,109.4,956.8,24.3,3.3,0.9,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2023-05-31,1.0,0.2,958.6,24.0,3.4,0.9,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2023-06-30,0.0,0.0,960.3,22.7,3.3,1.0,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2023-07-31,0.0,0.0,960.6,22.3,3.7,1.1,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2023-08-31,3.0,3.2,958.8,24.8,4.2,1.1,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2023-09-30,1.0,0.4,957.5,26.9,5.5,1.3,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2023-10-31,3.0,13.4,955.5,28.8,6.3,1.3,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2023-11-30,12.0,68.4,955.5,27.9,6.3,1.3,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2023-12-31,10.0,120.0,955.6,27.8,5.0,1.3,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2024-01-31,14.0,120.0,956.9,26.0,7.8,1.2,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2024-02-29,14.0,120.0,956.9,26.0,7.8,1.2,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2024-03-31,14.0,120.0,956.9,26.0,7.8,1.2,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2024-04-30,14.0,120.0,956.9,26.0,7.8,1.2,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2024-05-31,14.0,120.0,956.9,26.0,7.8,1.2,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2024-06-30,14.0,120.0,956.9,26.0,7.8,1.2,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2024-07-31,14.0,120.0,956.9,26.0,5.4,1.2,FORMOSA DO RIO PRETO,A452,-11.05222222,-45.20083333,488.0
2017-03-31,0.0,0.0,0.0,0.0,0.0,0.0,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2017-04-30,10.0,73.0,982.1,26.2,7.8,2.9,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2017-05-31,18.0,176.0,983.4,24.4,7.8,2.9,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2017-06-30,23.0,128.2,985.1,22.8,7.8,2.9,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2017-07-31,26.0,118.0,987.9,21.3,7.8,2.9,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2017-08-31,22.0,81.6,986.0,21.8,7.8,2.9,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2017-09-30,26.0,81.6,986.5,21.9,7.8,2.9,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2017-10-31,14.0,23.0,983.7,23.8,5.4,2.7,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2017-11-30,5.0,13.2,981.1,25.7,6.0,3.0,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2017-12-31,5.0,20.2,980.8,26.5,6.9,3.0,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2018-01-31,7.0,25.2,981.4,26.6,5.9,3.0,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2018-02-28,6.0,54.6,980.6,26.5,6.4,2.9,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2018-03-31,8.0,42.8,980.7,26.9,5.1,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2018-04-30,7.0,32.8,982.5,25.4,5.8,2.5,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2018-05-31,19.0,46.8,983.9,24.3,5.9,2.6,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2018-06-30,19.0,41.8,985.8,23.2,5.5,2.5,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2018-07-31,22.0,61.4,986.4,22.3,5.7,2.7,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2018-08-31,10.0,14.6,986.3,23.4,5.8,2.7,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2018-09-30,6.0,13.8,984.0,24.3,6.5,2.7,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2018-10-31,2.0,1.0,982.2,26.1,6.5,2.7,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2018-11-30,4.0,18.0,981.7,26.2,6.5,2.7,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2018-12-31,9.0,26.0,982.2,26.6,6.5,2.7,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2019-01-31,3.0,26.0,982.2,26.6,6.5,2.7,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2019-02-28,3.0,26.0,982.2,26.6,6.5,2.7,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2019-03-31,6.0,26.0,982.2,26.6,5.5,2.7,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2019-04-30,8.0,50.4,981.7,26.8,5.5,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2019-05-31,8.0,54.2,982.5,26.0,6.8,2.1,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2019-06-30,21.0,137.2,985.7,23.4,6.4,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2019-07-31,23.0,336.8,985.8,22.5,6.4,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2019-08-31,23.0,81.0,987.5,22.2,6.4,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2019-09-30,17.0,33.4,985.2,23.6,6.4,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2019-10-31,4.0,7.6,983.0,25.3,6.4,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2019-11-30,3.0,3.0,980.9,26.7,4.9,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2019-12-31,2.0,3.2,981.1,27.2,4.9,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2020-01-31,4.0,47.0,981.3,27.2,4.9,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2020-02-29,13.0,40.2,981.5,27.3,4.9,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2020-03-31,10.0,178.2,981.0,27.2,4.9,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2020-04-30,16.0,81.6,982.2,26.2,4.9,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2020-05-31,27.0,73.8,983.8,24.5,4.9,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2020-06-30,28.0,167.8,984.9,23.3,4.9,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2020-07-31,26.0,89.0,985.3,22.2,4.9,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2020-08-31,15.0,37.6,985.7,22.3,4.9,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2020-09-30,15.0,37.6,985.0,23.3,4.9,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2020-10-31,15.0,37.6,982.5,25.8,4.9,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2020-11-30,10.0,31.6,981.7,25.9,4.9,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2020-12-31,1.0,0.4,981.7,26.5,4.9,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2021-01-31,7.0,15.0,981.3,26.1,4.9,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2021-02-28,6.0,17.0,980.6,27.1,4.9,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2021-03-31,11.0,13.0,981.1,26.8,4.9,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2021-04-30,10.0,33.2,981.7,25.9,4.9,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2021-05-31,22.0,118.4,983.8,23.7,4.9,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2021-06-30,20.0,87.8,984.8,22.9,4.9,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2021-07-31,28.0,40.8,986.4,22.3,4.9,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2021-08-31,8.0,3.6,986.3,22.2,4.9,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2021-09-30,9.0,18.2,984.7,24.4,4.9,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2021-10-31,2.0,7.2,982.4,26.0,4.9,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2021-11-30,7.0,7.2,980.7,26.5,4.9,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2021-12-31,7.0,7.2,980.7,26.5,8.2,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2022-01-31,7.0,7.2,980.7,26.5,6.8,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2022-02-28,7.0,7.2,980.7,26.5,6.8,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2022-03-31,7.0,7.2,980.7,26.5,6.8,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2022-04-30,7.0,7.2,980.7,26.5,6.8,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2022-05-31,7.0,7.2,980.7,26.5,6.8,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2022-06-30,7.0,7.2,980.7,26.5,6.8,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2022-07-31,7.0,7.2,980.7,26.5,6.8,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2022-08-31,7.0,7.2,980.7,26.5,6.8,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2022-09-30,1.0,7.2,980.7,26.5,6.8,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2022-10-31,1.0,7.2,980.7,26.5,6.8,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2022-11-30,6.0,7.2,980.7,26.1,6.8,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2022-12-31,12.0,10.4,980.8,25.7,6.8,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2023-01-31,6.0,12.0,981.7,26.3,6.8,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2023-02-28,7.0,9.6,981.8,26.6,6.8,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2023-03-31,11.0,46.2,981.8,26.2,6.8,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2023-04-30,12.0,46.2,981.3,26.1,5.8,2.4,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2023-05-31,17.0,39.4,983.3,25.0,6.5,2.8,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2023-06-30,30.0,85.6,985.6,23.1,7.2,2.8,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2023-07-31,7.0,85.6,985.6,23.1,6.3,2.8,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2023-08-31,2.0,0.4,985.2,23.3,6.5,2.9,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2023-09-30,12.0,16.6,984.8,24.0,7.1,3.2,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2023-10-31,4.0,4.4,982.7,25.7,6.5,3.6,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2023-11-30,3.0,6.4,981.5,27.0,7.1,3.7,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2023-12-31,8.0,6.8,981.4,26.9,7.8,3.5,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2024-01-31,10.0,7.8,981.5,27.7,7.4,3.1,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2024-02-29,4.0,1.0,982.3,26.9,8.4,2.9,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2024-03-31,3.0,1.0,981.2,28.0,6.5,2.9,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2024-04-30,3.0,1.0,981.1,27.4,6.3,2.6,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2024-05-31,3.0,1.0,983.1,25.1,6.9,2.6,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2024-06-30,3.0,1.0,985.2,23.3,6.4,2.6,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2024-07-31,3.0,1.0,985.2,23.3,6.1,2.6,NOSSA SENHORA DA GLORIA,A453,-10.20777777,-37.43194443,271.0
2016-04-30,0.0,0.0,0.0,0.0,0.0,0.0,MACAUBAS,A454,-13.03888888,-42.61722221,574.0
2016-05-31,0.0,0.0,0.0,0.0,0.0,0.0,MACAUBAS,A454,-13.03888888,-42.61722221,574.0
2016-06-30,2.0,13.2,952.3,24.4,7.1,2.5,MACAUBAS,A454,-13.03888888,-42.61722221,574.0
2016-07-31,0.0,0.0,952.0,23.4,6.5,2.3,MACAUBAS,A454,-13.03888888,-42.61722221,574.0
2016-08-31,0.0,0.0,950.9,25.3,6.5,2.4,MACAUBAS,A454,-13.03888888,-42.61722221,574.0
2016-09-30,2.0,6.0,950.0,25.9,6.5,2.3,MACAUBAS,A454,-13.03888888,-42.61722221,574.0
2016-10-31,7.0,40.4,947.7,27.3,9.0,2.3,MACAUBAS,A454,-13.03888888,-42.61722221,574.0
2016-11-30,12.0,137.6,947.0,26.5,7.2,2.2,MACAUBAS,A454,-13.03888888,-42.61722221,574.0
2016-12-31,8.0,36.0,947.3,26.1,6.5,2.1,MACAUBAS,A454,-13.03888888,-42.61722221,574.0
2017-01-31,2.0,36.0,947.3,26.1,8.0,2.1,MACAUBAS,A454,-13.03888888,-42.61722221,574.0
2017-02-28,2.0,36.0,947.3,26.1,8.0,2.1,MACAUBAS,A454,-13.03888888,-42.61722221,574.0
2017-03-31,4.0,70.0,947.1,27.8,8.0,2.1,MACAUBAS,A454,-13.03888888,-42.61722221,574.0
2017-04-30,7.0,120.0,948.4,25.9,6.1,2.1,MACAUBAS,A454,-13.03888888,-42.61722221,574.0
2017-05-31,3.0,32.0,949.5,25.2,6.0,2.3,MACAUBAS,A454,-13.03888888,-42.61722221,574.0
2017-06-30,0.0,0.0,951.3,23.9,7.3,2.5,MACAUBAS,A454,-13.03888888,-42.61722221,574.0
2017-07-31,1.0,0.2,954.4,22.0,8.0,3.3,MACAUBAS,A454,-13.03888888,-42.61722221,574.0
2017-08-31,0.0,0.0,951.0,24.0,7.7,2.6,MACAUBAS,A454,-13.03888888,-42.61722221,574.0
