Data_Medicao,NUMERO_DE_DIAS_COM_PRECIP_PLUV_MENSAL_AUT_n_mero_,PRECIPITACAO_TOTAL_MENSAL_AUT_mm_,PRESSAO_ATMOSFERICA_MEDIA_MENSAL_AUT_mB_,TEMPERATURA_MEDIA_MENSAL_AUT_C_,VENTO_VELOCIDADE_MAXIMA_MENSAL_AUT_m_s_,VENTO_VELOCIDADE_MEDIA_MENSAL_AUT_m_s_,Nome,Codigo_Estacao,Latitude,Longitude,Altitude
2011-10-31,0.0,0.0,976.2,27.7,6.0,1.8,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2011-11-30,0.0,0.0,976.4,26.4,4.5,1.6,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2011-12-31,0.0,0.0,976.2,27.3,4.7,1.7,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2012-01-31,0.0,0.0,977.0,25.4,8.4,1.7,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2012-02-29,0.0,0.0,976.9,25.1,5.3,1.7,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2012-03-31,0.0,0.0,977.5,25.2,5.0,1.6,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2012-04-30,11.0,70.4,977.3,25.7,5.7,1.5,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2012-05-31,2.0,70.4,977.3,25.7,4.6,1.5,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2012-06-30,8.0,34.2,979.5,26.9,5.7,1.7,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2012-07-31,1.0,0.2,979.3,27.7,5.9,2.0,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2012-08-31,1.0,0.0,980.2,27.9,5.7,2.4,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2012-09-30,2.0,0.4,979.3,29.4,5.2,2.1,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2012-10-31,3.0,9.4,976.5,30.3,5.3,2.0,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2012-11-30,11.0,72.8,976.1,28.5,5.3,1.9,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2012-12-31,16.0,198.2,976.1,27.0,7.1,1.6,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2013-01-31,22.0,225.6,977.6,25.7,4.9,1.6,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2013-02-28,11.0,86.6,976.5,26.4,5.7,1.7,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2013-03-31,13.0,77.6,977.3,26.3,5.7,1.6,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2013-04-30,14.0,149.2,978.1,25.9,4.6,1.6,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2013-05-31,11.0,57.6,978.6,26.1,4.2,1.5,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2013-06-30,9.0,46.0,979.3,26.1,4.6,1.6,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2013-07-31,5.0,5.0,980.0,26.9,5.1,1.8,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2013-08-31,5.0,5.0,978.6,28.5,5.1,2.0,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2013-09-30,2.0,5.0,978.1,30.0,5.3,2.2,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2013-10-31,7.0,73.8,977.4,29.3,6.5,2.0,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2013-11-30,11.0,149.6,975.9,27.9,5.5,1.7,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2013-12-31,9.0,241.0,976.8,26.7,5.5,1.5,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2014-01-31,15.0,110.4,977.7,25.5,5.5,1.6,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2014-02-28,19.0,206.4,977.0,25.3,5.6,1.5,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2014-03-31,21.0,242.0,977.8,25.3,5.0,1.5,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2014-04-30,16.0,112.8,978.3,25.6,5.3,1.5,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2014-05-31,13.0,77.2,978.5,26.0,4.9,1.5,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2014-06-30,3.0,2.4,979.3,26.7,4.6,1.7,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2014-07-31,2.0,8.8,981.1,27.0,4.9,1.8,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2014-08-31,1.0,0.4,979.9,28.4,4.9,2.0,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2014-09-30,2.0,3.0,978.7,29.4,5.4,2.0,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2014-10-31,8.0,55.8,977.7,29.4,5.5,2.1,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2014-11-30,7.0,28.2,976.7,28.7,5.0,1.8,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2014-12-31,15.0,83.6,977.3,27.7,5.3,1.7,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2015-01-31,14.0,98.4,978.3,26.4,5.4,1.6,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2015-02-28,19.0,332.8,978.1,25.3,5.2,1.5,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2015-03-31,20.0,159.8,978.0,25.4,6.7,1.5,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2015-04-30,16.0,100.0,978.4,25.8,5.3,1.5,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2015-05-31,12.0,42.2,978.9,26.0,5.0,1.5,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2015-06-30,2.0,5.8,980.4,26.3,6.0,1.8,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2015-07-31,3.0,4.6,980.1,27.6,5.9,2.0,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2015-08-31,3.0,4.6,980.1,27.6,5.3,2.0,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2015-09-30,2.0,0.4,978.2,30.0,4.7,2.0,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2015-10-31,4.0,13.6,977.7,30.6,6.3,2.1,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2015-11-30,7.0,11.2,976.3,30.3,6.7,2.1,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2015-12-31,13.0,33.6,977.6,30.0,6.8,2.1,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2016-01-31,19.0,278.8,978.3,26.5,5.5,1.7,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2016-02-29,11.0,94.0,978.1,27.0,5.0,1.6,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2016-03-31,18.0,127.8,978.5,26.7,5.2,1.6,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2016-04-30,9.0,19.4,977.6,27.3,4.4,1.6,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2016-05-31,7.0,17.8,979.4,27.4,3.9,1.6,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2016-06-30,3.0,25.2,980.7,27.3,4.9,2.0,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2016-07-31,2.0,4.6,980.2,27.9,5.3,1.9,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2016-08-31,1.0,0.2,979.6,29.1,5.0,2.0,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2016-09-30,7.0,7.8,978.8,30.0,5.1,2.0,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2016-10-31,3.0,35.8,976.7,30.4,6.9,2.0,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2016-11-30,5.0,6.0,975.8,30.8,4.9,1.8,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2016-12-31,10.0,23.0,976.6,28.8,5.0,1.7,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2017-01-31,11.0,160.6,977.3,27.2,5.7,1.8,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2017-02-28,20.0,193.4,977.5,25.9,4.9,1.6,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2017-03-31,13.0,41.0,977.8,25.6,4.6,1.5,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2017-04-30,13.0,41.0,977.9,26.1,5.3,1.5,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2017-05-31,13.0,41.0,978.6,26.9,4.2,1.5,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2017-06-30,3.0,2.6,979.5,27.1,5.1,1.9,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2017-07-31,0.0,0.0,981.7,26.9,5.5,2.4,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2017-08-31,2.0,5.2,979.3,29.1,4.5,1.9,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2017-09-30,2.0,5.2,979.3,29.4,5.4,1.9,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2017-10-31,1.0,5.2,979.3,29.4,4.7,1.9,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2017-11-30,1.0,5.2,979.3,29.4,4.1,1.9,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2017-12-31,13.0,62.6,976.6,27.5,5.6,1.7,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2018-01-31,18.0,12.0,977.3,25.9,5.7,1.7,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2018-02-28,18.0,12.0,977.5,25.0,6.1,1.6,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2018-03-31,18.0,12.0,977.6,25.7,4.0,1.5,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2018-04-30,18.0,12.0,978.6,25.3,4.4,1.4,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2018-05-31,2.0,6.4,979.3,26.0,4.3,1.6,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2018-06-30,2.0,1.6,980.4,26.3,4.3,1.7,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2018-07-31,0.0,0.0,980.2,27.3,4.8,1.8,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2018-08-31,0.0,0.0,980.1,28.4,4.3,1.8,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2018-09-30,2.0,4.8,977.4,29.7,5.2,1.8,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2018-10-31,3.0,1.6,976.9,29.5,5.3,1.8,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2018-11-30,3.0,1.6,976.2,29.0,5.5,1.8,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2018-12-31,3.0,1.6,978.4,26.1,5.2,1.6,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2019-01-31,3.0,1.6,978.7,26.0,4.5,1.6,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2019-02-28,3.0,1.6,978.1,25.6,4.6,1.5,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2019-03-31,3.0,1.6,978.6,25.4,4.5,1.5,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2019-04-30,3.0,1.6,978.6,25.4,4.5,1.5,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2019-05-31,3.0,1.6,978.6,25.4,4.5,1.5,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2019-06-30,3.0,1.6,978.6,25.4,4.5,1.5,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2019-07-31,3.0,1.6,978.6,25.4,4.5,1.5,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2019-08-31,1.0,1.6,978.6,25.4,4.5,1.5,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2019-09-30,3.0,5.2,978.9,29.3,5.0,1.9,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2019-10-31,6.0,5.2,978.9,29.6,4.9,1.9,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2019-11-30,6.0,5.2,978.9,29.6,4.9,1.9,SAO PEDRO DO PIAUI,A362,-5.91111111,-42.7186111,295.81
2010-01-31,14.0,78.6,975.5,26.3,4.7,1.4,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2010-02-28,9.0,84.2,974.6,27.7,4.8,1.6,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2010-03-31,17.0,185.0,975.3,26.9,6.2,1.3,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2010-04-30,12.0,102.4,975.5,26.6,4.9,1.7,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2010-05-31,3.0,30.2,975.8,27.5,4.8,1.7,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2010-06-30,3.0,13.6,978.2,26.6,5.7,2.3,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2010-07-31,1.0,2.2,977.8,27.2,6.6,2.7,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2010-08-31,1.0,0.0,977.8,27.9,6.9,2.7,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2010-09-30,0.0,0.0,976.2,29.1,6.4,2.7,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2010-10-31,9.0,147.0,974.9,29.1,5.7,1.6,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2010-11-30,4.0,10.6,973.6,28.6,5.2,1.6,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2010-12-31,12.0,106.6,973.4,26.5,5.4,1.4,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2011-01-31,13.0,185.0,974.2,25.5,5.6,1.3,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2011-02-28,23.0,314.2,975.1,24.6,5.3,1.2,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2011-03-31,23.0,312.6,975.0,24.9,5.4,1.2,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2011-04-30,17.0,174.2,975.4,25.4,4.2,1.4,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2011-05-31,8.0,62.0,976.1,25.6,5.3,2.0,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2011-06-30,1.0,4.4,977.4,26.0,5.6,2.1,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2011-07-31,2.0,3.4,977.5,26.1,6.2,2.3,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2011-08-31,3.0,6.8,977.6,27.6,6.7,2.2,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2011-09-30,0.0,0.0,977.3,28.8,6.9,2.6,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2011-10-31,11.0,110.4,974.2,28.7,6.1,1.8,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2011-11-30,6.0,23.8,974.4,28.0,5.1,1.8,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2011-12-31,4.0,18.2,974.2,28.7,5.7,1.6,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2012-01-31,19.0,200.4,975.0,26.5,6.8,1.4,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2012-02-29,12.0,115.8,975.0,25.8,5.7,1.6,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2012-03-31,22.0,189.0,975.6,25.4,4.8,1.2,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2012-04-30,10.0,62.2,975.3,26.0,5.7,1.3,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2012-05-31,5.0,7.6,976.3,27.5,5.3,1.7,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2012-06-30,4.0,11.8,977.7,27.7,5.3,1.9,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2012-07-31,0.0,0.0,977.6,28.0,6.2,2.5,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2012-08-31,0.0,0.0,978.6,27.9,6.3,2.8,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2012-09-30,1.0,0.2,977.7,29.5,5.8,2.4,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2012-10-31,1.0,0.8,974.8,30.7,6.3,2.2,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2012-11-30,6.0,41.2,974.1,30.1,5.0,1.6,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2012-12-31,14.0,55.8,974.1,28.1,5.1,1.4,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2013-01-31,18.0,156.4,975.6,26.6,5.3,1.3,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2013-02-28,12.0,141.2,974.5,27.0,4.7,1.3,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2013-03-31,17.0,237.2,975.3,27.0,7.0,1.3,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2013-04-30,15.0,101.6,976.2,26.0,4.8,1.4,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2013-05-31,7.0,61.8,976.7,26.5,5.1,1.6,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2013-06-30,5.0,7.2,977.3,27.0,5.3,1.7,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2013-07-31,3.0,0.6,978.3,27.2,5.4,2.0,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2013-08-31,1.0,0.8,977.0,28.8,6.6,2.4,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2013-09-30,1.0,1.2,976.5,29.9,6.0,2.4,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2013-10-31,4.0,3.2,975.5,30.1,5.8,2.1,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2013-11-30,9.0,36.8,974.0,28.9,5.4,1.9,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2013-12-31,11.0,96.0,974.8,28.0,4.8,1.6,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2014-01-31,12.0,81.6,975.7,26.8,5.2,1.4,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2014-02-28,14.0,86.0,975.0,25.9,5.2,1.4,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2014-03-31,23.0,160.2,975.9,25.5,5.2,1.3,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2014-04-30,20.0,94.8,976.4,25.5,4.9,1.3,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2014-05-31,12.0,89.8,976.6,26.2,6.1,1.5,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2014-06-30,0.0,0.0,977.4,27.3,6.9,2.2,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2014-07-31,2.0,0.4,979.4,27.6,5.7,2.4,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2014-08-31,0.0,0.0,978.2,28.5,6.0,2.6,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2014-09-30,0.0,0.0,976.9,29.8,5.8,2.3,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2014-10-31,4.0,21.6,975.9,29.9,6.3,2.4,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2014-11-30,8.0,41.2,974.9,29.1,5.5,1.8,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2014-12-31,8.0,102.0,975.4,28.1,9.9,1.7,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2015-01-31,15.0,78.2,976.2,27.3,5.8,1.5,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2015-02-28,16.0,214.6,976.1,26.0,5.1,1.3,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2015-03-31,17.0,137.2,976.1,25.8,4.1,1.3,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2015-04-30,19.0,169.2,976.4,25.7,4.2,1.2,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2015-05-31,12.0,56.2,976.9,26.5,5.8,1.8,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2015-06-30,1.0,5.2,978.5,26.9,5.5,2.3,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2015-07-31,3.0,11.4,978.4,27.6,6.0,2.3,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2015-08-31,1.0,0.8,977.7,28.6,5.6,2.5,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2015-09-30,1.0,2.0,976.5,30.2,5.9,2.1,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2015-10-31,4.0,7.4,975.9,31.2,6.4,2.2,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2015-11-30,4.0,5.4,974.3,31.0,5.3,1.8,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2015-12-31,5.0,11.2,975.7,30.6,6.0,2.0,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2016-01-31,4.0,11.2,975.7,30.6,4.8,2.0,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2016-02-29,4.0,11.2,975.7,30.6,5.1,2.0,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2016-03-31,10.0,11.2,975.7,26.8,5.1,2.0,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2016-04-30,10.0,33.8,975.7,27.8,4.6,1.5,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2016-05-31,7.0,7.6,977.5,28.2,5.1,1.6,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2016-06-30,2.0,0.6,978.9,27.9,5.6,2.1,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2016-07-31,0.0,0.0,978.4,28.0,6.5,2.4,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2016-08-31,0.0,0.0,977.8,29.2,5.6,2.3,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2016-09-30,4.0,17.0,977.0,30.3,5.3,2.2,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2016-10-31,4.0,6.2,974.9,30.7,6.8,2.1,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2016-11-30,4.0,7.8,974.0,31.1,5.7,2.0,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2016-12-31,8.0,33.8,974.7,29.2,5.9,1.6,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2017-01-31,20.0,34.4,975.4,27.6,5.0,1.4,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2017-02-28,14.0,70.4,975.5,26.3,4.8,1.3,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2017-03-31,20.0,178.4,975.9,25.5,5.6,1.1,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2017-04-30,15.0,117.6,976.0,26.3,6.0,1.4,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2017-05-31,8.0,34.4,976.7,27.7,6.4,1.6,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2017-06-30,0.0,0.0,977.7,27.7,5.8,2.3,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2017-07-31,0.0,0.0,980.1,26.8,6.1,2.7,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2017-08-31,0.0,0.0,977.6,29.1,5.5,2.4,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2017-09-30,0.0,0.0,977.6,29.6,7.0,3.0,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2017-10-31,3.0,1.0,975.0,31.2,5.5,2.3,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2017-11-30,5.0,46.8,974.1,30.1,5.6,1.7,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2017-12-31,10.0,25.6,974.5,28.5,5.1,1.5,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2018-01-31,22.0,78.2,975.3,26.2,5.9,1.4,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2018-02-28,6.0,78.2,975.6,25.2,4.6,1.3,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2018-03-31,6.0,78.2,975.7,25.9,4.7,1.3,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2018-04-30,9.0,72.4,976.8,25.5,4.6,1.5,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2018-05-31,2.0,1.2,977.4,26.4,5.9,1.8,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2018-06-30,1.0,2.4,978.5,27.0,5.4,2.0,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2018-07-31,1.0,2.4,978.5,27.0,5.7,2.0,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2018-08-31,1.0,2.4,978.5,27.0,5.4,2.0,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2018-09-30,1.0,2.4,978.5,27.0,5.5,2.0,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2018-10-31,9.0,17.8,975.0,30.2,5.5,1.7,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2018-11-30,7.0,13.6,974.2,30.6,5.6,1.8,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2018-12-31,7.0,13.6,974.2,30.6,5.6,1.8,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
2019-01-31,7.0,13.6,974.2,30.6,5.6,1.8,VALENCA DO PIAUI,A363,-6.4236111,-41.74888888,372.0
