Data_Medicao,NUMERO_DE_DIAS_COM_PRECIP_PLUV_MENSAL_AUT_n_mero_,PRECIPITACAO_TOTAL_MENSAL_AUT_mm_,PRESSAO_ATMOSFERICA_MEDIA_MENSAL_AUT_mB_,TEMPERATURA_MEDIA_MENSAL_AUT_C_,VENTO_VELOCIDADE_MAXIMA_MENSAL_AUT_m_s_,VENTO_VELOCIDADE_MEDIA_MENSAL_AUT_m_s_,Unnamed_7
2013-09-30,11.0,67.2,1003.2,17.3,6.7,2.0,
2013-10-31,11.0,150.0,1002.0,19.5,7.9,2.1,
2013-11-30,10.0,235.0,998.6,22.5,8.2,2.5,
2013-12-31,5.0,22.4,996.4,26.7,5.8,2.1,
2014-01-31,13.0,160.4,998.3,26.8,6.1,1.8,
2014-02-28,14.0,197.8,999.1,25.5,7.8,2.0,
2014-03-31,13.0,255.2,1000.2,22.1,7.3,1.4,
2014-04-30,9.0,79.0,1003.0,20.4,9.1,1.9,
2014-05-31,17.0,126.4,1003.9,15.5,6.1,1.4,
2014-06-30,24.0,102.8,1004.3,14.0,10.3,2.1,
2014-07-31,14.0,102.8,1006.7,14.5,7.2,0.5,
2014-08-31,13.0,85.4,1004.7,16.0,6.3,0.2,
2014-09-30,16.0,171.4,1001.2,18.3,8.6,0.6,
2014-10-31,13.0,200.2,1001.4,21.7,9.2,0.8,
2014-11-30,7.0,114.0,999.2,23.6,8.9,0.4,
2014-12-31,12.0,175.2,998.0,24.4,12.6,0.4,
2015-01-31,15.0,222.6,999.5,25.1,5.9,0.3,
2015-02-28,10.0,93.4,999.2,24.6,7.0,2.0,
2015-03-31,10.0,108.8,1000.9,23.5,6.4,2.1,
2015-04-30,5.0,67.4,1003.0,20.5,7.4,1.8,
2015-05-31,12.0,129.0,1004.7,17.2,7.5,2.0,
2015-06-30,14.0,89.2,1005.6,15.3,9.4,1.8,
2015-07-31,15.0,194.2,1004.6,14.8,6.8,1.8,
2015-08-31,14.0,94.8,1001.6,19.3,6.8,2.4,
2015-09-30,10.0,120.4,1000.9,17.3,8.7,2.1,
2015-10-31,18.0,388.4,1001.5,18.7,9.5,3.0,
2015-11-30,14.0,105.0,998.9,21.1,7.8,2.8,
2015-12-31,13.0,365.6,997.7,23.8,8.6,2.5,
2016-01-31,7.0,100.2,998.1,26.0,6.9,2.4,
2016-02-29,10.0,85.4,998.5,25.7,7.4,1.2,
2016-03-31,13.0,77.0,1002.0,21.8,9.7,1.6,
2016-04-30,17.0,243.0,1000.7,21.1,7.5,1.7,
2016-05-31,11.0,77.0,1006.6,14.2,6.7,1.2,
2016-06-30,10.0,77.0,1008.8,11.8,8.2,1.1,
2016-07-31,3.0,77.0,1008.8,11.8,8.2,1.1,
2016-08-31,3.0,77.0,1008.8,11.8,8.2,1.1,
2016-09-30,3.0,77.0,1008.8,11.8,8.2,1.1,
2016-10-31,10.0,77.0,1000.3,19.9,13.5,2.8,
2016-11-30,12.0,101.4,1000.3,22.1,11.4,2.6,
2016-12-31,11.0,154.0,997.6,24.5,7.3,2.5,
2017-01-31,13.0,229.8,998.5,24.8,11.2,2.5,
2017-02-28,15.0,248.0,997.9,24.8,6.2,1.9,
2017-03-31,8.0,221.8,1001.2,22.6,7.1,2.6,
2017-04-30,14.0,100.4,1002.5,19.2,8.0,2.6,
2017-05-31,18.0,238.0,1002.9,17.2,9.7,2.4,
2017-06-30,14.0,106.6,1004.5,15.4,6.5,2.3,
2017-07-31,7.0,26.2,1008.7,15.9,7.3,2.3,
2017-08-31,16.0,210.2,1003.5,16.8,9.7,2.8,
2017-09-30,15.0,146.4,1003.7,20.0,7.3,2.8,
2017-10-31,16.0,278.8,999.4,19.3,10.0,2.8,
2017-11-30,7.0,67.0,999.0,21.0,7.3,2.4,
2017-12-31,9.0,131.0,997.4,25.0,9.3,2.4,
2018-01-31,13.0,173.2,997.8,24.9,7.0,2.5,
2018-02-28,6.0,47.0,999.5,24.0,7.4,2.2,
2018-03-31,6.0,47.0,998.9,22.3,7.6,2.0,
2018-04-30,2.0,47.0,1003.0,22.6,7.8,2.0,
2018-05-31,12.0,47.0,1004.6,16.9,7.8,2.2,
2018-06-30,15.0,117.4,1006.1,11.3,5.7,1.8,
2018-07-31,16.0,79.0,1005.8,12.9,8.4,2.5,
2018-08-31,15.0,149.6,1006.5,12.8,7.6,2.6,
2018-09-30,16.0,265.4,1001.5,18.8,9.4,2.9,
2018-10-31,8.0,107.8,1001.3,19.6,6.9,2.8,
2018-11-30,8.0,237.8,999.2,22.9,7.9,2.9,
2018-12-31,13.0,232.0,999.1,23.5,8.0,2.4,
2019-01-31,17.0,448.4,998.9,25.3,8.6,2.5,
2019-02-28,8.0,75.0,999.5,24.1,6.3,2.3,
2019-03-31,9.0,96.2,1002.0,22.0,7.7,2.1,
2019-04-30,10.0,143.2,1001.4,20.7,6.4,1.8,
2019-05-31,19.0,157.2,1002.8,17.8,6.5,2.0,
2019-06-30,11.0,47.4,1004.2,17.1,7.3,2.0,
2019-07-31,16.0,237.2,1006.2,12.5,7.0,1.9,
2019-08-31,13.0,93.6,1007.8,14.0,7.8,2.3,
2019-09-30,8.0,110.0,1003.7,16.1,7.8,2.4,
2019-10-31,17.0,392.8,1000.9,19.9,8.8,2.8,
2019-11-30,8.0,104.4,999.0,22.6,7.4,2.7,
2019-12-31,5.0,26.8,998.1,24.8,9.1,2.3,
2020-01-31,7.0,86.0,997.8,25.2,6.4,2.6,
2020-02-29,3.0,48.0,1000.1,24.4,7.6,2.5,
2020-03-31,4.0,36.6,1001.1,25.2,7.2,2.3,
2020-04-30,5.0,13.6,1003.9,19.7,8.5,2.3,
2020-05-31,10.0,195.6,1003.8,15.3,8.2,1.8,
2020-06-30,13.0,116.2,1002.6,14.9,7.9,2.3,
2020-07-31,8.0,82.0,1004.6,12.3,7.4,2.2,
2020-08-31,8.0,56.8,1005.1,15.2,7.5,2.4,
2020-09-30,11.0,109.2,1003.1,16.2,7.4,2.6,
2020-10-31,9.0,68.8,1001.1,19.4,9.0,2.9,
2020-11-30,5.0,74.8,1001.2,22.1,8.3,2.8,
2020-12-31,10.0,94.2,998.3,23.8,6.6,2.5,
2021-01-31,12.0,282.8,997.8,24.5,8.8,2.5,
2021-02-28,10.0,89.0,998.9,23.1,7.0,1.9,
2021-03-31,11.0,119.0,999.9,22.6,9.9,1.9,
2021-04-30,10.0,46.2,1003.8,20.4,7.3,2.5,
2021-05-31,14.0,135.2,1004.5,13.9,6.6,1.7,
2021-06-30,14.0,159.8,1006.1,12.6,9.0,2.0,
2021-07-31,17.0,60.4,1007.3,12.0,6.9,1.7,
2021-08-31,12.0,65.6,1005.4,15.2,9.3,2.4,
2021-09-30,18.0,65.6,1002.3,16.8,9.5,2.8,
2021-10-31,8.0,81.0,1002.1,19.2,11.5,2.4,
2021-11-30,9.0,63.2,999.1,22.0,7.2,2.6,
2021-12-31,2.0,33.6,998.6,24.5,7.0,2.8,
2022-01-31,8.0,59.8,997.0,27.4,9.4,2.7,
2022-02-28,8.0,82.0,998.1,25.0,6.2,2.2,
2022-03-31,14.0,137.0,1000.1,21.5,8.3,2.3,
2022-04-30,14.0,330.0,1001.9,18.7,8.1,2.1,
2022-05-31,23.0,82.0,1004.7,14.2,6.7,1.7,
2022-06-30,13.0,111.0,1005.3,11.6,7.1,1.7,
2022-07-31,19.0,181.8,1002.0,15.3,7.8,2.4,
2022-08-31,14.0,181.8,1005.5,13.3,7.4,2.3,
2022-09-30,14.0,181.8,1005.5,13.3,7.4,2.3,
2022-10-31,14.0,181.8,1005.5,13.3,7.4,2.3,
2022-11-30,2.0,181.8,1005.5,23.7,6.6,2.3,
2022-12-31,7.0,83.2,997.6,25.0,7.9,2.4,
2023-01-31,7.0,57.4,997.8,26.6,6.1,2.3,
2023-02-28,9.0,57.4,998.2,25.6,7.3,2.2,
2023-03-31,8.0,72.6,999.9,25.2,6.0,1.8,
2023-04-30,3.0,72.6,1002.3,20.3,6.1,1.8,
2023-05-31,2.0,72.6,1002.3,20.3,4.7,1.8,
2023-06-30,6.0,72.6,1002.3,20.3,4.5,1.8,
2023-07-31,6.0,72.6,1002.3,20.3,4.5,1.8,
2023-08-31,10.0,78.6,1002.9,15.4,7.8,1.7,
2023-09-30,19.0,546.4,1000.0,17.6,8.1,2.5,
2023-10-31,12.0,154.6,999.9,18.7,9.9,2.1,
2023-11-30,15.0,192.2,997.6,21.7,8.5,2.5,
2023-12-31,14.0,159.8,997.6,23.9,8.2,2.3,
2024-01-31,6.0,117.6,997.6,24.3,7.3,2.3,
2024-02-29,6.0,118.2,997.6,25.9,7.4,2.2,
2024-03-31,10.0,151.0,997.6,23.3,7.0,1.6,
2024-04-30,18.0,427.4,997.6,20.8,7.6,2.2,
2024-05-31,17.0,213.4,1004.0,14.2,6.7,1.6,
2024-06-30,11.0,207.4,1002.4,16.4,8.6,2.2,
2024-07-31,5.0,207.4,1002.4,16.4,5.9,2.2,
2010-01-31,18.0,421.6,965.8,23.4,8.3,3.1,
2010-02-28,14.0,222.6,966.0,24.4,9.1,3.4,
2010-03-31,10.0,51.0,967.3,22.7,7.5,2.9,
2010-04-30,15.0,66.8,971.2,18.6,9.0,3.0,
2010-05-31,21.0,9.4,971.6,14.7,7.5,3.0,
2010-06-30,29.0,13.6,972.6,14.0,7.9,3.3,
2010-07-31,19.0,207.6,972.7,12.8,7.9,3.4,
2010-08-31,13.0,32.4,972.8,14.0,8.6,3.6,
2010-09-30,18.0,209.4,969.3,16.1,8.5,3.4,
2010-10-31,9.0,66.2,969.2,17.5,8.7,3.1,
2010-11-30,8.0,48.4,966.3,20.2,8.7,2.9,
2010-12-31,9.0,178.6,963.7,23.2,8.6,3.2,
2011-01-31,19.0,103.0,964.2,24.6,6.9,2.6,
2011-02-28,19.0,197.8,966.4,23.3,5.7,2.9,
2011-03-31,11.0,106.0,968.0,21.8,7.2,3.0,
2011-04-30,16.0,133.8,969.2,19.3,6.8,3.0,
2011-05-31,21.0,69.2,972.5,15.3,7.3,2.9,
2011-06-30,16.0,100.0,970.9,12.8,9.6,3.2,
2011-07-31,11.0,100.0,971.4,12.6,9.4,2.8,
2011-08-31,15.0,88.0,970.3,14.4,9.6,3.6,
2011-09-30,9.0,112.2,971.9,16.4,8.9,3.4,
2011-10-31,12.0,162.0,967.5,18.4,10.8,3.0,
2011-11-30,5.0,77.0,967.3,21.8,7.5,3.0,
2011-12-31,10.0,33.2,965.7,22.2,9.0,2.9,
2012-01-31,11.0,64.0,966.0,24.5,7.4,3.0,
2012-02-29,9.0,83.4,966.0,25.1,7.8,2.9,
2012-03-31,6.0,73.0,968.8,22.4,6.9,2.5,
2012-04-30,13.0,86.4,969.3,18.3,6.4,2.4,
2012-05-31,7.0,52.6,972.1,17.6,7.1,2.5,
2012-06-30,15.0,81.4,971.5,13.7,7.5,2.7,
2012-07-31,13.0,59.8,972.3,11.6,9.2,3.0,
2012-08-31,9.0,94.0,973.0,18.0,8.4,3.7,
2012-09-30,10.0,112.2,970.7,17.2,8.7,3.4,
2012-10-31,18.0,384.8,966.8,19.0,9.6,3.3,
2012-11-30,8.0,72.8,966.8,22.6,6.4,2.8,
2012-12-31,17.0,346.0,964.2,23.3,9.5,3.1,
2013-01-31,10.0,181.8,967.6,22.7,6.9,2.6,
2013-02-28,14.0,141.4,966.6,22.7,8.2,2.5,
2013-03-31,8.0,141.4,966.6,19.8,6.2,2.5,
2013-04-30,5.0,141.4,966.6,19.7,6.2,2.5,
2013-05-31,5.0,141.4,966.6,19.7,6.8,2.5,
2013-06-30,2.0,141.4,966.6,19.7,5.9,2.5,
2013-07-31,10.0,116.2,973.5,13.0,7.3,2.7,
2013-08-31,14.0,92.4,972.7,12.1,7.8,3.0,
2013-09-30,15.0,67.4,970.5,16.2,7.1,2.9,
2013-10-31,10.0,139.6,969.2,18.9,9.6,2.7,
2013-11-30,11.0,270.4,966.3,21.3,8.6,3.0,
2013-12-31,8.0,143.0,964.6,24.5,6.9,2.3,
2014-01-31,13.0,152.2,966.8,24.5,6.8,2.6,
2014-02-28,11.0,151.4,967.1,24.4,6.8,2.7,
2014-03-31,12.0,240.6,968.0,21.0,7.8,2.1,
2014-04-30,13.0,81.2,970.4,19.1,7.0,1.7,
2014-05-31,19.0,194.2,971.0,15.3,6.8,1.5,
2014-06-30,17.0,221.2,971.1,13.5,6.7,2.1,
2014-07-31,16.0,266.0,973.5,14.3,8.5,2.7,
2014-08-31,12.0,63.4,971.9,15.7,8.7,2.8,
2014-09-30,7.0,63.4,971.9,15.7,8.7,2.8,
2014-10-31,6.0,63.4,971.9,22.2,18.6,2.8,
2014-11-30,9.0,150.4,967.0,22.0,7.8,2.5,
2014-12-31,13.0,262.8,966.1,22.6,7.9,2.6,
2015-01-31,20.0,273.8,967.7,23.2,7.6,2.4,
2015-02-28,12.0,114.0,967.1,23.2,5.4,2.0,
2015-03-31,14.0,129.0,968.7,22.1,6.3,2.1,
2015-04-30,9.0,99.8,970.5,19.7,5.2,1.8,
2015-05-31,16.0,128.8,971.8,16.5,8.7,2.2,
2015-06-30,13.0,182.8,972.7,14.9,7.6,2.6,
2015-07-31,21.0,124.2,971.5,13.8,7.1,2.6,
2015-08-31,12.0,105.6,969.3,18.5,8.7,3.1,
2015-09-30,17.0,156.8,968.0,16.4,8.7,3.1,
2015-10-31,19.0,421.0,968.4,18.0,8.7,3.1,
2015-11-30,15.0,271.6,966.2,19.7,6.6,2.4,
2015-12-31,20.0,400.6,965.8,22.2,7.8,2.4,
2016-01-31,10.0,78.2,966.1,24.9,6.2,2.1,
2016-02-29,13.0,115.0,966.8,24.4,6.8,2.0,
2016-03-31,15.0,197.4,969.7,20.4,6.5,2.0,
2016-04-30,17.0,165.6,968.6,20.4,7.8,1.9,
2016-05-31,10.0,116.2,973.3,13.1,5.2,1.3,
2016-06-30,8.0,27.6,975.6,11.0,3.5,1.0,
2016-07-31,10.0,66.6,971.9,13.4,6.1,1.7,
2016-08-31,10.0,114.4,971.1,15.7,5.8,1.6,
2016-09-30,9.0,36.8,972.5,15.2,6.5,1.7,
2016-10-31,14.0,296.4,968.2,18.4,5.6,1.6,
2016-11-30,12.0,260.8,968.1,20.4,6.5,1.4,
2016-12-31,14.0,270.6,965.8,23.1,5.5,1.7,
2017-01-31,17.0,247.0,966.7,23.5,5.6,1.5,
2017-02-28,16.0,267.0,966.4,23.4,7.6,1.5,
2017-03-31,14.0,220.2,968.8,21.7,7.8,1.9,
2017-04-30,14.0,292.4,970.1,18.3,10.9,2.2,
2017-05-31,21.0,369.4,970.0,16.3,10.9,2.2,
2017-06-30,12.0,159.2,971.7,14.7,7.8,2.2,
2017-07-31,4.0,4.6,975.9,16.2,7.8,2.8,
2017-08-31,16.0,243.8,970.6,16.0,6.9,2.4,
2017-09-30,16.0,162.0,971.0,19.1,5.4,1.6,
2017-10-31,16.0,220.2,966.9,18.5,11.1,2.0,
2017-11-30,11.0,90.2,966.7,20.6,7.7,2.1,
2017-12-31,13.0,152.6,966.7,23.9,8.3,1.9,
2018-01-31,16.0,289.4,966.7,23.5,6.8,2.1,
2018-02-28,8.0,35.6,967.4,23.2,6.4,1.7,
2018-03-31,12.0,200.4,966.7,22.0,8.6,1.8,
2018-04-30,13.0,163.2,970.9,22.0,6.5,1.8,
2018-05-31,15.0,114.6,971.9,16.7,7.3,2.0,
2018-06-30,16.0,151.4,973.1,11.9,10.2,2.1,
2018-07-31,1.0,151.4,973.1,11.9,10.2,2.1,
2018-08-31,8.0,151.4,973.1,13.2,7.1,2.1,
2018-09-30,16.0,213.6,968.6,18.0,7.6,2.0,
2018-10-31,10.0,146.4,968.3,18.6,5.3,1.2,
2018-11-30,12.0,332.6,967.0,22.0,6.8,1.2,
2018-12-31,11.0,205.6,967.3,22.9,7.3,1.2,
2019-01-31,18.0,482.0,967.3,24.3,7.2,2.3,
2019-02-28,10.0,88.8,967.5,23.0,6.8,1.8,
2019-03-31,10.0,203.0,969.8,21.0,6.8,1.8,
2019-04-30,15.0,161.8,969.2,20.2,7.0,1.8,
2019-05-31,19.0,219.2,970.4,17.1,5.5,1.8,
2019-06-30,10.0,39.6,971.8,17.5,7.7,2.7,
2019-07-31,14.0,155.4,973.1,12.7,6.6,2.1,
2019-08-31,9.0,62.4,974.5,14.1,6.9,2.3,
2019-09-30,9.0,90.8,970.5,16.6,8.1,2.1,
2019-10-31,19.0,373.0,968.3,19.8,7.9,2.4,
2019-11-30,10.0,181.2,966.5,22.2,8.0,2.0,
2019-12-31,5.0,91.8,966.5,23.7,9.9,1.9,
2020-01-31,9.0,155.2,965.9,24.1,7.6,2.0,
2020-02-29,9.0,80.6,968.1,23.3,5.7,2.0,
2020-03-31,3.0,19.2,969.1,24.7,5.6,1.7,
2020-04-30,7.0,90.8,971.7,19.1,7.7,1.9,
2020-05-31,7.0,90.8,972.0,14.8,7.7,1.9,
2020-06-30,13.0,159.6,970.1,15.3,7.7,1.9,
2020-07-31,5.0,159.6,970.1,15.3,6.2,1.9,
2020-08-31,6.0,159.6,972.6,16.8,6.2,2.4,
2020-09-30,13.0,159.6,971.2,15.3,6.4,2.1,
2020-10-31,13.0,159.6,971.2,15.3,6.4,2.1,
2020-11-30,13.0,159.6,971.2,15.3,6.4,2.1,
2020-12-31,4.0,159.6,971.2,15.3,6.5,2.1,
2021-01-31,17.0,172.4,965.9,23.2,7.3,2.1,
2021-02-28,9.0,128.6,967.2,22.5,5.4,1.6,
2021-03-31,16.0,85.0,968.0,21.7,6.5,1.6,
2021-04-30,9.0,118.8,971.2,19.8,6.3,1.8,
2021-05-31,15.0,198.2,971.8,14.5,5.9,1.8,
2021-06-30,16.0,241.0,973.0,12.6,5.9,1.8,
2021-07-31,7.0,26.4,974.5,13.5,5.9,1.8,
2021-08-31,13.0,91.4,972.2,15.8,5.9,1.8,
2021-09-30,17.0,150.0,969.2,17.0,5.9,1.8,
2021-10-31,14.0,88.8,969.3,19.0,6.1,1.8,
2021-11-30,5.0,88.8,969.3,21.6,6.4,1.8,
2021-12-31,6.0,88.8,965.5,24.6,6.0,1.9,
2022-01-31,12.0,66.0,965.3,27.0,7.8,2.4,
2022-02-28,9.0,66.0,966.3,25.4,6.2,2.0,
2022-03-31,8.0,66.0,968.2,21.2,6.4,2.2,
2022-04-30,7.0,66.0,969.8,18.2,8.7,1.8,
2022-05-31,7.0,66.0,969.8,18.2,8.5,1.8,
2022-06-30,7.0,66.0,969.8,18.2,8.5,1.8,
2022-07-31,1.0,66.0,969.8,18.2,8.5,1.8,
2022-08-31,5.0,66.0,973.5,14.1,7.8,2.0,
2022-09-30,9.0,56.0,971.6,14.6,7.3,1.9,
2022-10-31,11.0,56.0,968.3,17.6,8.0,2.0,
2022-11-30,6.0,55.6,970.3,20.8,8.4,1.9,
2022-12-31,8.0,55.6,965.7,24.3,5.3,1.8,
2023-01-31,8.0,35.6,966.1,26.1,7.2,1.8,
2023-02-28,12.0,77.6,966.9,24.2,6.5,1.8,
2023-03-31,13.0,149.4,967.9,24.5,5.6,1.8,
2023-04-30,10.0,149.4,969.8,18.9,8.1,1.7,
2023-05-31,5.0,149.4,969.8,18.0,8.1,1.7,
2023-06-30,11.0,149.4,973.6,15.5,6.7,2.1,
2023-07-31,8.0,149.4,973.6,15.6,7.7,2.1,
2023-08-31,9.0,38.6,970.0,16.6,8.3,2.1,
2023-09-30,18.0,482.2,967.2,17.6,10.1,2.4,
2023-10-31,21.0,301.6,967.1,18.1,6.4,1.7,
2023-11-30,16.0,277.0,965.2,21.3,7.4,2.0,
2023-12-31,19.0,273.2,966.5,23.3,7.1,2.1,
2024-01-31,13.0,129.8,967.2,23.4,7.8,1.7,
2024-02-29,14.0,196.4,967.8,25.0,6.5,1.8,
2024-03-31,18.0,250.0,968.3,23.0,6.6,1.7,
2024-04-30,22.0,402.8,968.0,20.6,5.8,1.9,
2024-05-31,19.0,306.0,970.5,14.2,8.6,2.0,
2024-06-30,6.0,185.8,970.1,17.0,8.0,2.6,
2024-07-31,9.0,185.8,970.1,17.0,4.4,2.6,
2010-01-31,20.0,171.8,1010.9,24.8,11.6,4.7,
2010-02-28,10.0,153.6,1010.9,26.1,12.4,4.2,
2010-03-31,19.0,95.8,1012.2,24.0,11.3,5.0,
2010-04-30,15.0,88.4,1016.5,21.1,11.9,4.1,
2010-05-31,21.0,296.0,1017.0,18.3,16.3,4.4,
2010-06-30,15.0,181.0,1019.5,15.9,13.5,4.5,
2010-07-31,17.0,168.6,1019.5,14.8,14.4,4.5,
2010-08-31,21.0,83.4,1020.2,13.9,12.1,4.3,
2010-09-30,16.0,178.2,1016.1,17.3,13.1,5.4,
2010-10-31,8.0,51.4,1015.0,18.2,12.7,4.4,
2010-11-30,13.0,151.0,1011.5,19.9,12.4,5.0,
2010-12-31,16.0,62.0,1009.8,22.5,11.3,5.5,
2011-01-31,20.0,99.4,1009.2,24.6,10.8,4.0,
2011-02-28,20.0,111.8,1011.5,24.6,10.3,4.3,
2011-03-31,15.0,81.8,1014.6,21.6,11.2,4.9,
2011-04-30,15.0,112.8,1014.7,20.8,14.0,3.3,
2011-05-31,14.0,66.0,1018.2,17.9,10.5,3.8,
2011-06-30,15.0,100.0,1016.7,14.5,11.4,3.8,
2011-07-31,18.0,248.2,1018.2,13.2,11.1,4.1,
2011-08-31,16.0,248.2,1017.5,14.1,13.1,5.0,
2011-09-30,7.0,28.2,1019.4,15.9,14.2,5.4,
2011-10-31,17.0,124.4,1013.4,19.0,14.5,5.3,
2011-11-30,7.0,16.6,1014.3,20.3,12.1,6.2,
2011-12-31,13.0,40.8,1011.3,21.9,20.0,5.4,
2012-01-31,14.0,224.0,1011.9,23.3,11.9,5.2,
2012-02-29,20.0,64.0,1010.6,23.8,11.1,3.8,
2012-03-31,16.0,67.8,1013.5,23.1,9.7,4.1,
2012-04-30,11.0,129.6,1014.4,20.3,11.9,4.2,
2012-05-31,17.0,30.2,1018.3,19.2,11.8,3.7,
2012-06-30,14.0,42.2,1017.5,15.0,9.7,3.1,
2012-07-31,11.0,184.0,1018.5,13.9,10.4,3.5,
2012-08-31,14.0,70.0,1020.2,17.2,12.3,5.2,
2012-09-30,11.0,70.0,1017.5,17.8,13.9,5.7,
2012-10-31,10.0,70.0,1013.7,19.7,13.7,5.4,
2012-11-30,12.0,57.4,1013.0,21.6,11.8,5.6,
2012-12-31,14.0,185.2,1009.2,23.7,16.4,5.0,
2013-01-31,8.0,113.4,1013.2,23.9,11.2,5.2,
2013-02-28,17.0,96.8,1011.6,24.4,12.4,4.3,
2013-03-31,14.0,181.6,1014.4,22.4,14.4,4.6,
2013-04-30,17.0,64.6,1015.6,20.7,12.7,4.1,
2013-05-31,15.0,51.8,1015.9,17.3,12.4,3.0,
2013-06-30,19.0,121.6,1017.2,15.5,12.2,3.0,
2013-07-31,21.0,96.6,1019.9,13.5,8.9,2.9,
2013-08-31,23.0,354.8,1019.0,13.4,10.7,3.7,
2013-09-30,22.0,130.8,1016.5,16.0,10.2,3.7,
2013-10-31,12.0,125.6,1015.8,18.9,12.5,5.0,
2013-11-30,11.0,179.2,1012.9,20.4,14.3,5.9,
2013-12-31,11.0,70.8,1010.4,22.6,10.9,4.8,
2014-01-31,15.0,150.4,1011.6,25.2,10.2,3.8,
2014-02-28,15.0,235.2,1012.2,25.4,13.1,4.9,
2014-03-31,12.0,205.6,1013.3,23.3,10.8,4.2,
2014-04-30,17.0,52.2,1016.3,21.6,11.0,4.6,
2014-05-31,21.0,54.6,1016.8,17.6,10.6,3.1,
2014-06-30,20.0,182.6,1017.1,16.0,11.0,3.5,
2014-07-31,19.0,169.4,1020.6,15.7,9.6,4.1,
2014-08-31,16.0,65.0,1018.2,15.5,10.7,3.8,
2014-09-30,16.0,172.2,1015.3,18.0,12.0,5.1,
2014-10-31,14.0,159.6,1015.6,20.0,14.3,5.5,
2014-11-30,15.0,83.0,1012.7,21.8,12.3,4.7,
2014-12-31,15.0,169.6,1011.3,23.4,11.0,4.6,
2015-01-31,15.0,172.2,1012.5,25.3,13.4,4.1,
2015-02-28,18.0,97.2,1012.3,24.8,10.9,4.5,
2015-03-31,15.0,57.8,1014.0,23.5,10.7,4.2,
2015-04-30,21.0,76.2,1016.1,21.5,12.9,4.0,
2015-05-31,16.0,224.0,1017.8,19.1,16.4,4.3,
2015-06-30,14.0,123.8,1019.0,16.4,8.8,2.7,
2015-07-31,24.0,318.4,1017.6,15.9,10.2,2.9,
2015-08-31,14.0,146.0,1015.9,18.9,11.3,4.7,
2015-09-30,20.0,268.6,1014.1,17.2,10.8,4.1,
2015-10-31,16.0,251.0,1015.2,18.0,11.9,5.1,
2015-11-30,12.0,251.0,1012.5,20.2,11.7,5.3,
2015-12-31,7.0,251.0,1012.5,20.2,11.7,5.3,
2016-01-31,12.0,84.6,1011.9,23.8,11.7,4.6,
2016-02-29,12.0,79.4,1011.9,24.5,9.1,3.6,
2016-03-31,17.0,335.4,1014.6,23.4,13.6,4.3,
2016-04-30,15.0,229.0,1013.6,22.6,11.4,2.7,
2016-05-31,17.0,49.8,1019.1,15.5,11.4,2.7,
2016-06-30,16.0,15.6,1021.7,11.7,11.4,2.7,
2016-07-31,13.0,15.6,1017.3,14.0,11.4,2.7,
2016-08-31,1.0,15.6,1017.3,14.0,11.4,2.7,
2016-09-30,1.0,15.6,1017.3,14.0,11.4,2.7,
2016-10-31,18.0,220.0,1014.8,18.2,13.6,5.8,
2016-11-30,10.0,113.0,1013.6,20.2,14.8,4.8,
2016-12-31,11.0,133.2,1011.1,23.2,13.8,5.0,
2017-01-31,13.0,138.4,1011.7,25.2,9.7,4.4,
2017-02-28,11.0,57.0,1011.1,25.7,10.4,3.7,
2017-03-31,16.0,157.6,1014.5,23.8,13.8,5.0,
2017-04-30,13.0,39.4,1016.1,20.8,10.8,4.5,
2017-05-31,23.0,213.8,1016.7,18.8,16.1,4.4,
2017-06-30,19.0,141.2,1017.7,16.5,11.7,3.2,
2017-07-31,8.0,18.0,1023.0,16.4,8.9,3.5,
2017-08-31,13.0,67.2,1017.4,17.4,15.2,4.7,
2017-09-30,14.0,217.8,1017.6,19.1,13.8,5.2,
2017-10-31,15.0,222.6,1012.7,19.5,13.2,5.0,
2017-11-30,12.0,178.2,1012.2,20.4,12.1,5.1,
2017-12-31,11.0,164.2,1011.2,22.4,11.1,5.4,
2018-01-31,3.0,164.2,1011.2,22.4,11.1,5.4,
2018-02-28,3.0,164.2,1011.2,22.4,11.1,5.4,
2018-03-31,3.0,164.2,1011.5,23.1,10.1,3.6,
2018-04-30,3.0,164.2,1016.2,23.3,10.3,3.6,
2018-05-31,3.0,164.2,1017.7,19.0,9.8,3.8,
2018-06-30,8.0,164.2,1018.6,14.2,9.2,3.0,
2018-07-31,23.0,243.0,1018.8,14.5,9.2,3.4,
2018-08-31,18.0,164.2,1019.5,14.2,10.4,3.9,
2018-09-30,19.0,156.4,1015.5,18.3,12.3,4.8,
2018-10-31,9.0,85.8,1014.8,19.9,12.7,5.3,
2018-11-30,15.0,76.6,1013.2,21.2,12.7,5.4,
2018-12-31,10.0,38.8,1012.2,23.1,11.1,3.1,
2019-01-31,4.0,26.0,1012.3,25.4,10.2,2.4,
2019-02-28,15.0,106.6,1012.3,24.6,9.6,1.8,
2019-03-31,12.0,174.6,1014.9,23.5,12.1,2.6,
2019-04-30,15.0,237.4,1014.1,22.4,15.3,1.4,
2019-05-31,24.0,270.2,1015.8,20.1,12.5,2.2,
2019-06-30,11.0,34.6,1017.8,18.9,8.4,0.9,
2019-07-31,18.0,128.8,1019.3,13.9,10.9,1.3,
2019-08-31,13.0,42.0,1021.1,14.7,10.3,1.5,
2019-09-30,7.0,24.2,1017.5,16.2,12.1,2.4,
2019-10-31,7.0,24.2,1014.6,19.7,14.1,2.8,
